	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	estado
449	-0.48151	0.33929	-0.01704	0.04725	-0.20458	-0.62899	-0.65853	-0.68256	0.01901	-0.02411	-0.12148	-0.53307	0.85950	1.70133	0.51967	0.83846	-0.65424	-0.20273	0.68466	-0.26660	0.22728	0.12453	-0.10044	0.64720	-0.24645	0.34142	0.20874	0.03963	-0.04064	-0.07269	-0.07352	-0.05316	ac
450	0.06351	-0.49678	-0.56920	-0.59657	0.10262	-1.84588	-1.90686	-1.96873	-0.72358	-0.69497	-0.65266	-2.02013	-0.57497	0.35677	-0.50062	-0.51886	-1.80066	-0.61284	0.39844	-0.49912	-0.60934	-1.47538	-0.60390	0.55213	-0.47959	-0.62369	-0.04176	-0.45990	-0.59372	-0.60714	-0.60055	-0.60190	ac
451	-0.39171	0.19467	-0.36091	0.14907	-0.00802	-1.37601	-1.35703	-1.29731	-0.28714	-0.57574	-0.58421	-1.44078	0.63300	1.52736	0.27807	0.56268	-1.33838	-0.10817	0.54376	-0.29622	0.42790	-0.94357	-0.11323	0.65532	-0.32737	0.41786	0.06050	-0.25126	-0.35739	-0.37651	-0.36977	-0.33994	ac
452	0.22639	-0.68837	-0.64940	-0.68471	0.25035	-1.87605	-1.88567	-1.89347	-0.48543	-0.74777	-0.62174	-2.24031	-0.72649	0.21138	-0.57692	-0.73587	-1.71021	-0.70850	0.28893	-0.55887	-0.84546	-1.56032	-0.68655	0.52214	-0.52180	-0.85573	-0.24073	-0.65102	-0.76212	-0.76346	-0.75605	-0.73656	ac
453	-0.42103	0.19144	-0.40888	0.17819	-0.03267	-1.20626	-1.19880	-1.17982	-0.48615	0.13167	-0.24306	-1.19735	1.14464	1.77117	0.59641	0.85943	-1.19429	-0.25761	0.50197	-0.37629	0.24447	-0.72586	-0.10929	0.67456	-0.30758	0.43392	0.06513	-0.22580	-0.34911	-0.37189	-0.36278	-0.34080	ac
454	-0.32519	0.11953	-0.25009	-0.11510	-0.03107	-1.22410	-1.20339	-1.18738	-0.04455	-0.41788	-0.32380	-1.33279	-0.06049	0.80056	-0.02627	0.29027	-1.20591	-0.17654	0.32405	-0.12294	0.23210	-0.34355	-0.02315	0.13965	-0.01185	0.39140	0.04208	-0.28128	-0.38187	-0.36469	-0.38177	-0.38319	ac
455	0.42385	-0.94736	-0.76863	-0.79951	0.47810	-1.58626	-1.58149	-1.52431	-0.51617	-0.77153	-0.49967	-1.92899	-0.92571	0.01214	-0.65073	-1.13351	-1.40843	-0.78517	0.09120	-0.58678	-0.93993	-0.85052	-0.74231	0.34790	-0.54373	-0.86371	-0.36880	-0.90668	-1.03407	-1.04805	-1.05110	-1.06164	ac
456	0.20675	-0.63763	-0.57322	-0.67884	0.19887	-1.63580	-1.66747	-1.66042	-0.46274	-0.72800	-0.59100	-1.88645	-0.77593	0.20293	-0.57648	-0.90882	-1.47220	-0.66590	0.35313	-0.53356	-0.77282	-1.05194	-0.65275	0.55668	-0.51081	-0.76722	-0.09975	-0.58734	-0.69392	-0.70442	-0.70592	-0.72527	ac
457	-0.02851	-0.28942	-0.41674	-0.43267	0.09000	-1.61732	-1.62554	-1.61907	-0.21830	-0.46538	-0.59369	-1.90669	-0.39692	0.64189	-0.29555	-0.27218	-1.51367	-0.46731	0.54345	-0.37815	-0.31089	-0.98889	-0.44030	0.69138	-0.37584	-0.27889	-0.04037	-0.37452	-0.48403	-0.49054	-0.46477	-0.42683	ac
458	-0.70668	1.02778	0.72459	1.28095	-0.38447	-1.18089	-1.10577	-1.02189	-0.21176	0.12339	0.03181	-1.21725	2.38268	2.62418	2.19801	1.62984	-1.32688	0.82337	1.47011	0.87636	1.12714	-0.86844	1.19803	0.45130	1.05169	1.41016	0.35079	0.33958	0.34439	0.38453	0.45863	0.52415	ac
459	-0.85237	1.56749	1.41045	1.60043	-1.06478	-0.51419	-0.57569	-0.66124	2.61495	1.40644	0.59580	-0.03970	1.63783	1.50322	1.09265	1.48519	-0.81181	1.54710	1.93486	1.35648	1.49965	-0.10183	1.39932	0.89492	0.60401	1.41657	0.91439	1.58485	1.70494	1.63474	1.59572	1.58355	v/at
460	-0.82828	1.55369	0.93250	4.29133	-0.79283	-1.15830	-1.22545	-1.40576	0.43225	-0.20462	0.12172	-1.22486	4.53555	-1.18280	7.42063	2.15569	-1.51019	2.93850	0.30045	4.13129	1.63276	-1.00754	5.91615	-10.15082	12.69257	2.01798	0.68852	1.02690	1.03986	1.05703	1.06489	1.11072	v/at
461	-0.64774	0.94162	0.54227	1.70656	-0.29666	-0.64683	-0.58011	-0.54147	-0.26628	0.26210	0.04109	-0.92372	2.33671	3.55844	3.00386	1.32444	-0.65560	1.18716	2.56877	1.40743	0.90675	-0.01964	1.01934	0.69175	0.85189	0.90062	0.22542	0.48781	0.51275	0.56962	0.60325	0.64082	ac
462	-0.55779	0.45753	-0.09518	0.24766	-0.18763	-1.46127	-1.50436	-1.52479	-0.50463	-0.31740	-0.34292	-1.52097	1.02813	1.39836	0.42534	1.11545	-1.41254	-0.06613	0.70619	-0.29858	0.45841	-1.35430	0.00277	0.76273	-0.27319	0.58674	0.19985	0.01349	-0.06078	-0.07649	-0.06729	-0.03609	ac
463	-0.74536	1.22248	1.37153	1.75329	-0.45303	-0.46396	-0.51264	-0.57133	0.94492	0.22218	0.24320	-0.50896	2.83361	2.36203	3.07452	1.69062	-0.57266	1.34822	2.17016	1.57328	1.05086	0.03732	1.33356	0.12085	1.27960	1.08037	0.30517	0.71610	0.80208	0.86122	0.92967	0.99556	v/at
464	-0.82369	1.35500	0.70647	1.56962	-0.91068	-0.89389	-0.93184	-0.99894	1.27962	0.36498	0.09475	-0.41930	1.70185	1.51081	1.01775	1.55130	-1.17699	1.28196	1.56999	0.96229	1.47883	-0.68446	1.22150	0.98767	0.48781	1.56372	0.81844	1.15633	1.11150	1.03953	1.02413	1.04230	v/at
465	-0.57275	0.62739	0.38322	0.42730	-0.35337	-0.62379	-0.64160	-0.71493	-0.07667	-0.44417	-0.33001	-0.64015	1.18308	1.73362	0.85968	0.99750	-0.60319	0.18920	0.83425	0.07157	0.60488	-0.04075	0.29815	0.43157	0.13928	0.72581	0.32799	0.24401	0.20779	0.21902	0.23305	0.24955	ac
466	-0.13728	-0.27827	-0.48308	-0.60470	-0.05847	-0.21411	-0.28456	-0.31571	-0.36357	-0.28346	0.10732	-0.28155	-0.63521	0.13633	-0.54862	-0.32638	-0.11067	-0.62402	0.18789	-0.53369	-0.37653	0.46192	-0.48168	0.27811	-0.45058	-0.21715	0.08939	-0.32282	-0.51376	-0.58836	-0.61734	-0.64065	ac
467	-0.83798	1.49205	1.56735	1.02473	-1.19910	-0.98593	-1.05841	-1.12344	1.21713	2.00828	0.43077	-0.62603	1.03893	1.42610	0.86696	1.29396	-1.23004	1.13810	2.02367	1.14301	1.34190	-0.57198	1.18522	1.25908	0.64093	1.42607	1.07605	1.74126	1.82492	1.73449	1.68800	1.71215	v/at
468	-0.51167	0.53644	0.47392	0.32580	-0.31625	-1.03732	-1.05293	-1.08302	-0.50567	-0.21053	-0.32618	-1.19395	0.44621	1.74830	0.75864	0.54927	-1.01704	0.33112	1.53302	0.48511	0.50787	-0.47955	0.42292	0.80842	0.31804	0.62837	0.26614	0.17920	0.09026	0.09473	0.11191	0.18642	ac
469	-0.82409	1.29882	1.11256	0.23129	-1.24820	-0.02654	-0.04611	-0.09840	3.71031	2.13477	0.33585	0.50300	0.02263	-0.01481	-0.27551	0.78748	-0.29038	0.50508	0.18563	0.05036	1.15574	0.47100	0.54857	0.01056	-0.02606	1.09791	1.14546	1.76846	1.81199	1.61428	1.51282	1.50059	v/at
470	-0.37875	0.05083	-0.30007	-0.46241	-0.34139	0.30646	0.31064	0.33841	0.03482	-0.49620	-0.59919	0.37497	-0.60407	0.16203	-0.54066	-0.21512	0.29102	-0.33527	-0.34086	-0.32597	0.00657	0.69658	-0.17814	-0.38630	-0.16738	0.02985	0.37655	0.13030	-0.11335	-0.18562	-0.20893	-0.21885	ac
471	-0.43929	0.19604	-0.01428	-0.32197	-0.20917	1.62493	1.61368	1.53263	0.31724	-0.07979	0.38691	1.46640	-0.34568	0.29061	-0.42596	-0.25734	1.44430	-0.26066	0.38178	-0.33848	0.00380	1.46914	-0.46114	0.22380	-0.41309	-0.45045	0.05896	0.22351	0.11408	0.09335	0.08699	0.08465	v/at
472	-0.64664	0.74072	0.18922	0.71581	-0.36403	-0.51086	-0.54046	-0.59385	0.24763	-0.35764	-0.23063	-0.51020	1.47419	1.54298	0.90861	1.28142	-0.49947	0.37838	0.97488	0.17502	0.83610	-0.16782	0.36108	0.57042	0.03991	0.90178	0.34670	0.26479	0.17195	0.18234	0.20747	0.24659	ac
473	-0.61191	0.59823	0.31726	-0.12003	-0.58157	-1.18302	-1.20971	-1.22857	0.32189	-0.33882	-0.40057	-1.20553	0.18101	0.82600	-0.00614	0.69473	-1.13336	-0.15150	0.61342	-0.29539	0.41254	-0.56758	0.08224	0.68336	-0.08814	0.63871	0.58229	0.58984	0.45829	0.42641	0.42220	0.44864	ac
474	-0.60582	0.68111	0.81776	0.00989	-0.59903	-0.63765	-0.72978	-0.78226	-0.03892	0.00560	-0.30749	-0.70460	0.42182	1.14487	0.32078	0.78209	-0.61591	0.07416	0.95786	-0.00433	0.45004	0.16289	0.20805	0.54380	0.13713	0.47576	0.55163	0.62882	0.57783	0.56168	0.56865	0.60285	ac
475	0.20980	-0.87753	-0.73083	-0.83910	0.08623	1.08258	1.07602	1.08283	-0.29422	-0.64525	-0.68009	0.84834	-0.94257	-0.00823	-0.66612	-1.15058	1.13213	-0.82097	0.08914	-0.60058	-1.05508	1.10750	-0.81649	0.35026	-0.56293	-1.20247	-0.00633	-0.56052	-0.76501	-0.79804	-0.83918	-0.87845	ac
476	-0.45796	0.40304	0.42030	0.22903	-0.20144	-1.76574	-1.79903	-1.80604	-0.14389	-0.42086	0.06327	-2.08462	0.69969	2.38438	1.36650	0.72011	-1.73387	0.12268	1.79939	0.39305	0.23301	-1.24201	0.25419	1.66372	0.24415	0.44138	0.15498	0.03375	-0.03492	0.01722	0.03786	0.07091	ac
477	-0.53932	0.48837	0.15446	0.06235	-0.27053	-1.49022	-1.50207	-1.55581	-0.29729	-0.54152	-0.46014	-1.69230	0.19505	0.81518	-0.06762	0.66883	-1.41360	-0.00448	0.85960	-0.21956	0.45382	-1.13157	0.05617	0.95986	-0.16958	0.53178	0.27638	0.11523	0.06642	0.07172	0.09744	0.13751	ac
478	-0.02042	-0.41214	-0.22522	-0.73416	-0.17757	-0.33056	-0.37337	-0.33129	0.36247	-0.32035	-0.44913	-0.38700	-0.58534	0.45421	-0.37130	-0.65699	-0.19365	-0.67596	0.18619	-0.49462	-0.74681	0.46467	-0.57856	0.32927	-0.40053	-0.65744	0.22623	-0.09761	-0.30605	-0.34261	-0.37725	-0.39034	ac
479	0.44583	-0.78811	-0.70087	-0.59780	0.29713	-0.46237	-0.50024	-0.44823	-0.28997	-0.65204	-0.38850	-0.59714	-0.41041	0.57528	-0.39084	-0.61895	-0.24840	-0.70523	0.18118	-0.56673	-0.90670	0.06974	-0.70004	0.40667	-0.53218	-0.88261	-0.22375	-0.72801	-0.83437	-0.86073	-0.88902	-0.89979	ac
480	-0.46438	0.43888	0.18398	0.12495	-0.28523	-0.54855	-0.52794	-0.53063	-0.16340	0.43885	0.26242	-0.65264	0.55777	1.40714	0.46944	0.72681	-0.52631	-0.00371	0.57425	0.01502	0.33048	0.23169	0.09442	0.20550	0.03671	0.37591	0.27092	0.18324	0.12141	0.10084	0.09260	0.12479	ac
481	-0.47947	0.37411	-0.00557	0.12335	-0.22952	-0.70202	-0.72067	-0.69902	-0.05321	-0.45534	-0.23808	-0.66512	1.00156	1.39420	0.61200	0.96467	-0.66268	-0.17456	0.57317	-0.30526	0.27693	-0.06114	-0.03228	0.66971	-0.23880	0.44279	0.27125	0.04153	-0.08288	-0.09207	-0.06062	-0.03325	ac
482	-0.20751	-0.38533	-0.68756	-0.54274	0.18755	0.85896	0.91261	0.96286	-0.15035	-0.71124	-0.70861	0.67668	-0.40678	0.10753	-0.54816	0.03632	0.88598	-0.64411	0.05712	-0.57221	-0.32548	0.95507	-0.67284	0.30648	-0.53850	-0.56851	-0.09691	-0.62136	-0.77406	-0.82572	-0.87298	-0.90591	ac
483	-0.76151	1.14685	0.87275	1.18493	-0.77165	-0.40265	-0.46552	-0.60340	0.00923	0.55314	0.22947	-0.46422	1.72576	2.35537	1.55744	1.34036	-0.48005	0.93519	2.10320	0.72969	1.01094	0.00621	0.79616	1.28763	0.22241	0.93223	0.68499	0.93107	0.91311	0.91410	0.90699	0.93475	ac
484	-0.59980	0.74305	0.38897	0.59046	-0.36966	-1.10555	-1.10751	-1.11801	-0.23097	-0.14975	-0.01651	-1.31342	1.30128	1.39990	1.13307	1.24011	-1.06085	0.30111	0.76371	0.15441	0.73549	-0.62658	0.44235	0.68402	0.15453	0.91459	0.33649	0.30623	0.27244	0.28537	0.33042	0.37058	ac
485	-0.81359	1.31186	0.91219	0.94267	-0.99503	-0.97053	-0.98344	-1.04412	0.14770	1.07881	0.36694	-0.48638	1.34108	1.28988	0.98304	1.49132	-1.24992	0.79584	1.33533	0.61063	1.25811	-0.61682	0.97387	0.76240	0.43782	1.44969	0.90569	1.31481	1.27900	1.21195	1.20233	1.24995	v/at
486	-0.27898	-0.13081	-0.35300	-0.69723	-0.49420	-0.80685	-0.85652	-0.85792	0.36527	0.05851	-0.24315	-0.85650	-0.68820	0.15316	-0.56708	-0.49343	-0.52801	-0.64285	0.14306	-0.55687	-0.40003	-1.01116	-0.60305	0.39381	-0.51504	-0.36346	0.53336	0.37707	0.15221	0.04285	-0.00318	-0.02186	v/at
487	-0.82482	1.57599	2.25116	0.99213	-1.03848	-0.66629	-0.71086	-0.78457	1.76878	1.58411	2.43829	-0.23596	1.35637	-0.91792	0.90587	1.64852	-0.75575	1.22836	-0.43424	0.86204	1.46110	-1.15099	1.29765	-0.77022	0.93201	1.60162	0.94383	1.57710	1.97451	2.12129	2.16305	2.19239	v/at
488	-0.87541	1.90183	3.21814	1.91376	-1.11142	0.08059	0.02211	-0.05497	3.75720	2.84575	3.60088	0.49037	2.22701	-2.04119	2.09986	1.81081	-0.15698	2.13221	-1.29552	1.95111	1.77819	-0.39292	2.33207	-2.03303	2.27757	1.97503	1.03184	1.73380	2.23097	2.44906	2.51328	2.51270	v/at
489	0.38055	-0.82233	-0.61935	-0.77753	0.11051	-0.20471	-0.21522	-0.21502	-0.52792	-0.41786	-0.63858	-0.31562	-0.66040	0.28941	-0.54601	-0.79797	0.03231	-0.79205	0.13475	-0.58851	-1.10914	-0.05684	-0.74379	0.34905	-0.52920	-1.00272	-0.03807	-0.50693	-0.66410	-0.69219	-0.69176	-0.72332	ac
490	0.44197	-0.64464	-0.51855	-0.64243	0.17042	-1.29628	-1.26711	-1.16611	-0.57028	-0.57880	-0.67801	-1.43356	-0.78562	0.15594	-0.58128	-1.11535	-0.98901	-0.55888	-0.14017	-0.49787	-0.79486	-1.71681	-0.56802	0.17234	-0.48386	-0.65130	-0.11461	-0.47825	-0.55029	-0.57936	-0.63178	-0.66392	ac
491	-0.36682	-0.08950	-0.56346	-0.48195	-0.18226	-0.58518	-0.59677	-0.58764	-0.52284	-0.36312	-0.42441	-0.56676	-0.30772	0.15108	-0.48378	0.22640	-0.37353	-0.59088	0.09870	-0.56776	-0.14995	-0.70093	-0.40445	0.18831	-0.47172	0.07321	0.22004	-0.08852	-0.31521	-0.37998	-0.38766	-0.38595	v/at
492	-0.47601	0.18798	-0.23243	-0.53731	-0.58743	-0.92101	-0.92647	-0.97882	0.56771	0.07008	-0.36536	-0.93879	-0.53423	0.11153	-0.54220	-0.08130	-0.65933	-0.50127	0.11309	-0.52240	0.01043	-1.16645	-0.47868	0.31854	-0.48803	-0.00443	0.59445	0.56983	0.36761	0.26245	0.22128	0.20830	v/at
493	-0.73106	0.97629	0.75134	-0.04205	-0.90353	-0.33237	-0.37503	-0.48091	0.61401	2.20621	0.20238	-0.25065	0.17075	0.06515	-0.16261	0.85095	-0.20833	0.05813	-0.14378	-0.21625	0.75472	-0.47496	0.12809	-0.10659	-0.13281	0.80219	0.86176	1.23739	1.28613	1.19793	1.13731	1.09548	v/at
494	0.18695	-0.46790	-0.58493	-0.56012	0.10883	-0.38707	-0.24499	-0.17177	-0.46171	-0.49510	-0.28236	-0.51274	-0.48678	0.28513	-0.46071	-0.38321	-0.13153	-0.60554	0.19866	-0.54250	-0.53460	-0.35867	-0.64439	0.35416	-0.52758	-0.55948	-0.02564	-0.46780	-0.59440	-0.65533	-0.67882	-0.69756	ac
495	-0.84221	1.57280	2.01078	0.85780	-1.06262	-0.67377	-0.70151	-0.72428	1.13806	2.80013	1.97503	-0.29481	1.17724	-0.78648	0.68213	1.53102	-0.76194	1.04769	-0.47791	0.53646	1.42978	-1.09074	1.20841	-0.65762	0.70499	1.60020	0.97366	1.62049	1.96516	2.05067	2.00226	1.95719	v/at
496	0.32411	-0.76746	-0.68729	-0.75305	0.17120	-0.66918	-0.65545	-0.56748	-0.30963	-0.60990	-0.65831	-0.78966	-0.81233	0.04759	-0.59996	-0.89129	-0.41636	-0.72140	0.10667	-0.57643	-0.75659	-0.52743	-0.72439	0.37532	-0.53991	-0.82727	-0.06957	-0.56433	-0.76126	-0.81577	-0.87757	-0.92059	ac
497	0.29377	-0.58028	-0.46498	-0.70865	0.04277	-0.67930	-0.63605	-0.63006	-0.32150	0.97553	-0.17920	-0.73220	-0.85835	0.11032	-0.60253	-1.12829	-0.47352	-0.57326	-0.18612	-0.50373	-0.73804	-0.59599	-0.51917	0.04759	-0.44116	-0.62873	-0.00185	-0.38680	-0.51473	-0.58780	-0.63521	-0.68330	ac
498	-0.53786	0.25041	-0.51434	-0.15099	-0.31224	-0.94939	-0.94867	-0.96622	-0.65260	-0.38533	-0.57653	-0.83119	-0.19493	-0.21075	-0.38570	0.51971	-0.80265	-0.32246	-0.04499	-0.46660	0.35248	-1.16703	0.28954	-0.63880	0.03920	0.81584	0.32928	0.09286	-0.17021	-0.26202	-0.28146	-0.29517	v/at
499	-0.79543	1.21619	1.16523	0.20340	-1.00640	0.01725	0.01948	0.03086	0.80964	2.76198	0.92375	0.38052	0.40156	-0.29762	-0.04725	1.07512	-0.06522	0.39752	-0.30145	-0.07323	1.03185	-0.15932	0.62812	-0.42064	0.12609	1.19309	0.94707	1.41658	1.56049	1.47857	1.39657	1.35496	v/at
500	-0.64126	0.59083	0.08726	-0.18838	-0.63549	-0.32482	-0.29865	-0.29052	-0.08288	0.77884	-0.03875	-0.15658	-0.08922	0.25046	-0.40423	0.48185	-0.23937	-0.13757	-0.10267	-0.35610	0.55397	-0.42138	-0.03445	-0.05103	-0.25171	0.59708	0.59794	0.70080	0.54237	0.43223	0.39818	0.38040	v/at
501	-0.76078	0.98638	0.68452	-0.11514	-1.02117	-0.67873	-0.68831	-0.58909	0.38565	1.68175	0.49468	-0.15323	0.10178	0.00883	-0.24331	0.88258	-0.77284	0.06623	0.23187	-0.29478	0.83451	-0.72702	0.35469	0.19300	-0.14207	1.09607	0.98127	1.36497	1.32968	1.20297	1.14089	1.10599	v/at
502	0.26723	-0.64454	-0.59743	-0.64483	0.08272	-0.86563	-0.82783	-0.74784	-0.50107	0.11408	-0.24233	-1.13706	-0.54181	0.33930	-0.51670	-0.66609	-0.53246	-0.69776	0.21340	-0.57302	-0.83510	-0.81249	-0.67750	0.41299	-0.52810	-0.72753	-0.00458	-0.40778	-0.55579	-0.59330	-0.62357	-0.63575	ac
503	-0.19417	0.26143	0.35776	0.20234	-0.24020	-0.64305	-0.64696	-0.57554	-0.20690	-0.15852	-0.10106	-0.60044	-0.00642	0.51021	0.01064	0.09360	-0.49302	0.34365	-0.87594	0.23322	0.17996	-0.96000	0.38656	-0.87507	0.26604	0.42027	0.26988	0.13869	0.14227	0.14627	0.13698	0.10137	ac
504	0.28523	-0.69491	-0.51959	-0.72465	0.06693	-0.08110	-0.09548	-0.06345	-0.08931	-0.36325	-0.59552	-0.15773	-0.54730	0.30912	-0.51915	-0.64146	0.14489	-0.75563	0.11762	-0.57441	-0.99912	0.08385	-0.68931	0.32751	-0.50317	-0.81173	-0.00375	-0.44132	-0.55689	-0.57087	-0.60484	-0.65904	ac
505	-0.87181	1.80092	2.75790	1.14684	-1.28653	0.02574	-0.04518	-0.09788	1.18724	3.33868	2.75047	0.46253	1.53643	-0.80800	1.02664	1.69080	-0.18534	1.43055	-0.34074	1.00973	1.60785	-0.31185	1.75300	-0.99189	1.35247	1.80704	1.19050	1.98977	2.40696	2.51671	2.53377	2.51941	v/at
506	0.11298	-0.57704	-0.60512	-0.53808	0.10441	-0.68473	-0.64905	-0.58524	-0.63109	-0.28881	-0.55346	-0.97731	-0.33176	0.36496	-0.51207	-0.43499	-0.36848	-0.65200	0.21192	-0.57729	-0.67298	-0.66557	-0.65505	0.39964	-0.53308	-0.58600	-0.00731	-0.44302	-0.57055	-0.61430	-0.61681	-0.63662	ac
507	0.34699	-0.73989	-0.52721	-0.68972	0.21304	-0.96732	-0.98039	-0.97074	0.12175	-0.15948	-0.33608	-1.13257	-0.55134	0.27183	-0.55046	-0.74527	-0.60285	-0.73301	0.15903	-0.56281	-0.93757	-1.20167	-0.68810	0.39548	-0.50580	-0.77913	-0.12211	-0.60318	-0.68804	-0.71364	-0.72867	-0.75416	ac
508	0.18594	-0.51192	-0.47019	-0.62888	0.07921	-0.44019	-0.41965	-0.39864	0.13694	-0.17633	-0.51284	-0.60919	-0.47709	0.25703	-0.51517	-0.47114	-0.16092	-0.65958	0.01891	-0.53482	-0.76063	-0.38060	-0.62965	0.26183	-0.49102	-0.63886	-0.00006	-0.42442	-0.51835	-0.55465	-0.59000	-0.62206	ac
509	0.73758	-1.07275	-0.74714	-0.78273	0.34540	-0.50009	-0.50374	-0.53475	-0.66407	-0.72987	-0.78846	-0.53374	-0.70615	0.22821	-0.56303	-0.99602	-0.27053	-0.82876	0.15782	-0.59978	-1.31030	-0.40558	-0.79830	0.39897	-0.55444	-1.20326	-0.23659	-0.82098	-0.93401	-0.94298	-0.95380	-0.97452	ac
510	0.02504	-0.21033	-0.04650	-0.42624	-0.06512	-0.49894	-0.46845	-0.47416	-0.07516	-0.63974	-0.51198	-0.59125	-0.48371	0.23060	-0.39108	-0.40142	-0.23190	-0.29600	-0.60071	-0.23316	-0.42554	-0.57029	-0.15032	-0.59921	-0.01823	-0.27306	0.09672	-0.18358	-0.23773	-0.25930	-0.28675	-0.32697	ac
511	-0.34801	-0.06618	-0.76666	0.79281	0.41178	-1.82019	-1.82663	-1.84354	-0.67313	-0.76882	-0.71854	-1.91803	0.37380	-0.24818	-0.13158	0.88533	-1.87329	0.46535	-0.21320	-0.25150	0.52492	-1.94278	0.43935	-0.05390	-0.22353	0.69672	-0.32685	-0.84523	-0.98260	-0.99048	-0.97043	-0.97272	ac
512	-0.88835	1.88826	2.83960	1.42165	-1.33169	-0.18216	-0.22090	-0.26816	2.06675	2.07186	2.35061	0.16039	1.87243	-0.52353	1.41065	1.85985	-0.32299	1.60737	-0.11664	1.02761	1.68677	-0.58362	1.97287	-0.86714	1.39343	1.92863	1.22058	2.05824	2.52030	2.67151	2.68743	2.66340	v/at
513	0.74065	-1.00015	-0.65758	-0.78644	0.24106	-0.04464	-0.03996	-0.03281	-0.09917	-0.47345	-0.57703	-0.29246	-0.74670	0.16472	-0.59461	-1.10412	0.27478	-0.80920	0.13248	-0.59156	-1.32571	-0.04863	-0.77275	0.34467	-0.53496	-1.16646	-0.15389	-0.63684	-0.73285	-0.75626	-0.76408	-0.76910	ac
514	-0.84845	1.67538	2.17008	1.96122	-0.90758	0.22899	0.20164	0.14766	1.61583	1.31613	2.48332	0.61793	2.21035	-2.40879	2.23368	1.77719	-0.01666	1.89507	-1.33042	1.55154	1.68804	-0.28301	2.33550	-2.41333	2.25908	1.91655	0.84258	1.31936	1.60488	1.73490	1.80986	1.86281	v/at
515	-0.79459	1.27036	1.04755	0.77679	-0.78196	-0.06889	-0.08500	-0.13239	0.02418	0.66226	1.22678	0.38530	1.06143	-0.88762	0.55071	1.45013	-0.21146	0.75488	-0.25685	0.19298	1.27762	-0.40510	0.97735	-0.62875	0.42112	1.45232	0.74062	1.06269	1.17265	1.21349	1.23914	1.26513	v/at
516	0.80850	-1.01431	-0.73651	-0.69896	0.39068	-0.80220	-0.78106	-0.76250	-0.60156	-0.62355	-0.55799	-0.92717	-0.64416	0.39646	-0.49559	-1.00295	-0.51388	-0.74827	0.24918	-0.57345	-1.15783	-0.73538	-0.75390	0.43268	-0.55109	-1.05133	-0.29995	-0.76374	-0.83728	-0.87472	-0.89906	-0.92405	ac
517	1.00694	-1.20076	-0.72538	-0.86569	0.24729	-0.32348	-0.25127	-0.15172	-0.33958	-0.70368	-0.65611	-0.52791	-0.94007	0.09105	-0.62739	-1.57526	-0.06454	-0.84178	0.12424	-0.59816	-1.46983	-0.09666	-0.80404	0.37953	-0.55524	-1.27403	-0.14180	-0.70448	-0.79890	-0.85733	-0.91021	-0.94955	ac
518	0.08911	-0.34594	-0.21953	-0.32359	-0.11965	0.15557	0.01861	-0.08686	0.27790	1.06126	2.14005	0.00724	0.12086	1.37221	0.08464	-0.29429	0.35153	-0.42555	0.64261	-0.41794	-0.67226	0.05109	-0.46591	0.70224	-0.42883	-0.56122	0.24453	-0.14076	-0.33408	-0.41664	-0.49328	-0.51077	ac
519	-0.71052	1.05451	0.72652	1.11963	-0.52869	-0.83153	-0.82123	-0.80408	-0.09502	-0.26237	0.34689	-0.48365	0.64522	0.71166	0.27556	1.03851	-0.88746	1.27196	-0.85545	0.74287	1.20615	-1.26704	1.21156	-1.10268	0.61933	1.25262	0.45030	0.57277	0.60252	0.58489	0.59437	0.56232	ac
520	-0.67852	1.02283	0.78493	1.35512	-0.49397	-0.34530	-0.23198	-0.19726	0.17426	-0.51826	-0.22200	-0.19089	0.81584	0.82034	0.48624	1.07667	-0.38379	1.44200	-1.17316	0.97469	1.15478	-0.82873	1.41464	-1.39010	0.90934	1.24438	0.45879	0.52809	0.59415	0.59263	0.53888	0.46845	ac
521	-0.29262	0.24673	0.20400	-0.23831	-0.38138	-0.58984	-0.52982	-0.45221	-0.00394	0.27733	0.38872	-0.62111	-0.25720	0.39145	-0.29328	0.01117	-0.37870	-0.09733	-0.37520	-0.23736	0.03444	-0.78181	-0.09721	-0.07402	-0.23802	0.18981	0.42975	0.33264	0.35493	0.31570	0.22742	0.17644	ac
522	0.45404	-0.89039	-0.67175	-0.81954	0.17916	-0.71974	-0.69770	-0.71789	-0.38290	0.28619	0.07980	-0.93315	-0.86860	0.08033	-0.61777	-1.14668	-0.39982	-0.79384	0.12975	-0.58591	-1.06990	-0.59121	-0.78074	0.37108	-0.54907	-1.10672	-0.00243	-0.59034	-0.73244	-0.78799	-0.84091	-0.86343	ac
523	-0.48325	0.48046	0.05003	0.46480	-0.35648	-0.63218	-0.61343	-0.65545	-0.39520	-0.44743	-0.31665	-0.36217	-0.06346	0.48627	-0.28652	0.37437	-0.54327	0.64908	-1.41565	0.35539	0.52474	-1.23854	0.55898	-0.89816	0.16517	0.55635	0.41315	0.31792	0.27691	0.27144	0.29976	0.31831	ac
