	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	clase
450	0.65053	0.82926	-0.43595	-0.92099	-0.65664	-0.58021	-0.49988	0.97281	0.69685	0.72105	-2.02013	-0.57497	0.35677	-0.50062	-0.51886	-1.80066	-0.61284	0.39844	-0.49912	-0.60934	-1.47538	-0.60390	0.55213	-0.47959	-0.62369	sn
451	0.77997	0.65998	-0.16786	-0.67494	-0.59986	-0.52004	-0.04125	0.63091	0.46511	0.56219	-1.44078	0.63300	1.52736	0.27807	0.56268	-1.33838	-0.10817	0.54376	-0.29622	0.42790	-0.94357	-0.11323	0.65532	-0.32737	0.41786	cn
452	0.61153	0.71196	-0.36373	-0.86817	-0.67801	-0.76746	-0.66669	1.20122	1.05446	0.71944	-2.24031	-0.72649	0.21138	-0.57692	-0.73587	-1.71021	-0.70850	0.28893	-0.55887	-0.84546	-1.56032	-0.68655	0.52214	-0.52180	-0.85573	cn
453	0.48324	0.48245	0.22441	-0.54616	-0.50005	-0.65715	0.07065	0.63797	0.55201	0.50111	-1.19735	1.14464	1.77117	0.59641	0.85943	-1.19429	-0.25761	0.50197	-0.37629	0.24447	-0.72586	-0.10929	0.67456	-0.30758	0.43392	cn
454	0.65543	0.76300	-0.05779	-0.94201	-0.60324	-0.58417	-0.38671	0.62141	0.84240	0.64563	-1.33279	-0.06049	0.80056	-0.02627	0.29027	-1.20591	-0.17654	0.32405	-0.12294	0.23210	-0.34355	-0.02315	0.13965	-0.01185	0.39140	cn
455	0.66339	0.80743	-0.60284	-1.32311	-0.78391	-0.97922	-0.61909	1.18857	1.24695	1.09740	-1.92899	-0.92571	0.01214	-0.65073	-1.13351	-1.40843	-0.78517	0.09120	-0.58678	-0.93993	-0.85052	-0.74231	0.34790	-0.54373	-0.86371	sn
456	0.73423	0.79947	-0.69928	-1.07602	-0.67742	-0.77212	-0.65001	1.00375	1.07447	0.85313	-1.88645	-0.77593	0.20293	-0.57648	-0.90882	-1.47220	-0.66590	0.35313	-0.53356	-0.77282	-1.05194	-0.65275	0.55668	-0.51081	-0.76722	sn
457	0.54341	0.66292	-0.26606	-0.68676	-0.59505	-0.57033	-0.33450	0.76257	0.59170	0.65366	-1.90669	-0.39692	0.64189	-0.29555	-0.27218	-1.51367	-0.46731	0.54345	-0.37815	-0.31089	-0.98889	-0.44030	0.69138	-0.37584	-0.27889	cn
458	0.82697	0.70572	-0.47805	-0.46812	-0.32626	-0.32015	-0.45290	0.40498	0.43332	0.21615	-1.21725	2.38268	2.62418	2.19801	1.62984	-1.32688	0.82337	1.47011	0.87636	1.12714	-0.86844	1.19803	0.45130	1.05169	1.41016	cn
459	0.21778	0.18772	1.32907	0.31340	-0.21180	0.14613	0.85499	-0.48250	-0.15533	-0.33062	-0.03970	1.63783	1.50322	1.09265	1.48519	-0.81181	1.54710	1.93486	1.35648	1.49965	-0.10183	1.39932	0.89492	0.60401	1.41657	cn
460	1.10850	0.60657	0.13807	-0.71037	-0.40662	-0.04184	0.52294	0.01895	0.44766	0.01045	-1.22486	4.53555	-1.18280	7.42063	2.15569	-1.51019	2.93850	0.30045	4.13129	1.63276	-1.00754	5.91615	-10.15082	12.69257	2.01798	sn
461	0.61436	0.39906	0.67838	-0.31022	-0.45525	-0.29868	-0.24639	0.37884	0.87125	0.04442	-0.92372	2.33671	3.55844	3.00386	1.32444	-0.65560	1.18716	2.56877	1.40743	0.90675	-0.01964	1.01934	0.69175	0.85189	0.90062	cn
462	0.55585	0.55714	-0.11033	-0.46188	-0.46378	-0.24235	-0.23932	0.45773	0.51931	0.29701	-1.52097	1.02813	1.39836	0.42534	1.11545	-1.41254	-0.06613	0.70619	-0.29858	0.45841	-1.35430	0.00277	0.76273	-0.27319	0.58674	cn
463	0.42197	0.51574	0.11066	-0.28059	-0.19569	0.06317	0.05856	-0.25304	0.85659	-0.22674	-0.50896	2.83361	2.36203	3.07452	1.69062	-0.57266	1.34822	2.17016	1.57328	1.05086	0.03732	1.33356	0.12085	1.27960	1.08037	cn
464	0.12595	0.41353	1.17209	0.22140	-0.26241	0.09256	0.93777	-0.23926	-0.46043	-0.18664	-0.41930	1.70185	1.51081	1.01775	1.55130	-1.17699	1.28196	1.56999	0.96229	1.47883	-0.68446	1.22150	0.98767	0.48781	1.56372	cn
465	0.41842	0.42151	0.02736	-0.35680	-0.33976	-0.09640	0.22638	0.21044	0.14292	0.19408	-0.64015	1.18308	1.73362	0.85968	0.99750	-0.60319	0.18920	0.83425	0.07157	0.60488	-0.04075	0.29815	0.43157	0.13928	0.72581	cn
466	0.40399	0.72724	-0.04641	-0.63653	-0.61511	-0.68568	-0.79857	0.68631	0.86970	0.70737	-0.28155	-0.63521	0.13633	-0.54862	-0.32638	-0.11067	-0.62402	0.18789	-0.53369	-0.37653	0.46192	-0.48168	0.27811	-0.45058	-0.21715	sn
467	0.20213	0.21985	1.49329	0.21172	-0.14959	0.20073	0.93078	-0.48910	-0.57330	-0.29346	-0.62603	1.03893	1.42610	0.86696	1.29396	-1.23004	1.13810	2.02367	1.14301	1.34190	-0.57198	1.18522	1.25908	0.64093	1.42607	sn
468	0.71947	1.04480	-0.43792	-0.67364	-0.47219	-0.38150	-0.27257	0.79152	0.69416	0.21771	-1.19395	0.44621	1.74830	0.75864	0.54927	-1.01704	0.33112	1.53302	0.48511	0.50787	-0.47955	0.42292	0.80842	0.31804	0.62837	sn
469	-0.13838	0.06930	1.99579	0.63239	-0.16207	0.00642	0.64366	-0.39789	-0.87641	-0.17456	0.50300	0.02263	-0.01481	-0.27551	0.78748	-0.29038	0.50508	0.18563	0.05036	1.15574	0.47100	0.54857	0.01056	-0.02606	1.09791	sn
470	0.54818	0.48607	0.16330	-0.55248	-0.45205	-0.19238	0.34043	0.08273	0.04270	0.42373	0.37497	-0.60407	0.16203	-0.54066	-0.21512	0.29102	-0.33527	-0.34086	-0.32597	0.00657	0.69658	-0.17814	-0.38630	-0.16738	0.02985	sn
471	0.04215	0.11795	0.38937	-0.12650	-0.24762	0.06119	0.40335	-0.67260	0.93877	-0.03719	1.46640	-0.34568	0.29061	-0.42596	-0.25734	1.44430	-0.26066	0.38178	-0.33848	0.00380	1.46914	-0.46114	0.22380	-0.41309	-0.45045	sn
472	0.46449	0.44212	0.25614	-0.29889	-0.35457	-0.10585	0.23231	0.20769	0.15310	0.12452	-0.51020	1.47419	1.54298	0.90861	1.28142	-0.49947	0.37838	0.97488	0.17502	0.83610	-0.16782	0.36108	0.57042	0.03991	0.90178	cn
473	0.60692	0.48058	-0.07265	-0.37981	-0.24119	0.12919	0.75664	0.24836	-0.24325	-0.06122	-1.20553	0.18101	0.82600	-0.00614	0.69473	-1.13336	-0.15150	0.61342	-0.29539	0.41254	-0.56758	0.08224	0.68336	-0.08814	0.63871	sn
474	0.41089	0.55209	0.06138	-0.28202	-0.11564	0.13236	0.23576	0.33597	-0.12097	-0.20682	-0.70460	0.42182	1.14487	0.32078	0.78209	-0.61591	0.07416	0.95786	-0.00433	0.45004	0.16289	0.20805	0.54380	0.13713	0.47576	sn
475	0.46646	0.66801	-0.08380	-0.91640	-0.73751	-0.77845	-0.02306	0.78190	0.68014	0.93981	0.84834	-0.94257	-0.00823	-0.66612	-1.15058	1.13213	-0.82097	0.08914	-0.60058	-1.05508	1.10750	-0.81649	0.35026	-0.56293	-1.20247	sn
476	0.74198	0.94663	-0.89430	-0.59693	-0.40477	-0.36598	-0.74073	1.03694	0.67581	0.22721	-2.08462	0.69969	2.38438	1.36650	0.72011	-1.73387	0.12268	1.79939	0.39305	0.23301	-1.24201	0.25419	1.66372	0.24415	0.44138	sn
477	0.76086	0.80912	-0.81363	-0.61243	-0.42355	-0.24323	-0.46348	0.71353	0.46742	0.30416	-1.69230	0.19505	0.81518	-0.06762	0.66883	-1.41360	-0.00448	0.85960	-0.21956	0.45382	-1.13157	0.05617	0.95986	-0.16958	0.53178	sn
478	0.39241	0.46279	-0.31872	-0.58111	-0.32914	-0.38312	0.13684	0.40185	0.17947	0.46964	-0.38700	-0.58534	0.45421	-0.37130	-0.65699	-0.19365	-0.67596	0.18619	-0.49462	-0.74681	0.46467	-0.57856	0.32927	-0.40053	-0.65744	sn
479	0.47009	0.78211	-0.15857	-0.98538	-0.73004	-0.89699	-0.82584	0.86792	1.03722	1.00383	-0.59714	-0.41041	0.57528	-0.39084	-0.61895	-0.24840	-0.70523	0.18118	-0.56673	-0.90670	0.06974	-0.70004	0.40667	-0.53218	-0.88261	cn
480	0.48738	0.40137	-0.04460	-0.22576	-0.35892	-0.20857	-0.57643	0.39077	0.27944	0.26132	-0.65264	0.55777	1.40714	0.46944	0.72681	-0.52631	-0.00371	0.57425	0.01502	0.33048	0.23169	0.09442	0.20550	0.03671	0.37591	cn
481	0.30757	0.66850	-0.00061	-0.28120	-0.35360	-0.30824	-0.08750	0.54302	0.32273	0.17757	-0.66512	1.00156	1.39420	0.61200	0.96467	-0.66268	-0.17456	0.57317	-0.30526	0.27693	-0.06114	-0.03228	0.66971	-0.23880	0.44279	cn
482	0.61933	0.93540	-0.35161	-1.03118	-0.72733	-0.96931	-0.78088	0.96543	0.91084	1.02033	0.67668	-0.40678	0.10753	-0.54816	0.03632	0.88598	-0.64411	0.05712	-0.57221	-0.32548	0.95507	-0.67284	0.30648	-0.53850	-0.56851	cn
483	0.68432	0.61216	0.20596	-0.39240	-0.29156	0.24742	0.66553	-0.03923	-0.00806	-0.17639	-0.46422	1.72576	2.35537	1.55744	1.34036	-0.48005	0.93519	2.10320	0.72969	1.01094	0.00621	0.79616	1.28763	0.22241	0.93223	sn
484	0.56800	0.83523	-0.43967	-0.24487	-0.41120	-0.28560	-0.36859	0.42053	0.40221	0.21198	-1.31342	1.30128	1.39990	1.13307	1.24011	-1.06085	0.30111	0.76371	0.15441	0.73549	-0.62658	0.44235	0.68402	0.15453	0.91459	cn
485	0.31549	0.43068	1.27405	0.10779	-0.23905	0.08419	0.93472	-0.22320	-0.31025	-0.28881	-0.48638	1.34108	1.28988	0.98304	1.49132	-1.24992	0.79584	1.33533	0.61063	1.25811	-0.61682	0.97387	0.76240	0.43782	1.44969	cn
486	0.06871	0.17692	0.71969	-0.01228	-0.23998	-0.19041	0.29782	-0.02004	-0.21465	0.20163	-0.85650	-0.68820	0.15316	-0.56708	-0.49343	-0.52801	-0.64285	0.14306	-0.55687	-0.40003	-1.01116	-0.60305	0.39381	-0.51504	-0.36346	sn
487	-0.26223	-0.34532	1.52306	1.35015	-0.01361	0.11134	-0.43934	-0.58494	-0.55227	-0.35998	-0.23596	1.35637	-0.91792	0.90587	1.64852	-0.75575	1.22836	-0.43424	0.86204	1.46110	-1.15099	1.29765	-0.77022	0.93201	1.60162	sn
488	-0.02429	-0.09121	1.17675	1.06975	-0.05552	0.01287	-0.54119	-0.48545	-0.46741	-0.24880	0.49037	2.22701	-2.04119	2.09986	1.81081	-0.15698	2.13221	-1.29552	1.95111	1.77819	-0.39292	2.33207	-2.03303	2.27757	1.97503	cn
489	0.48732	0.49699	0.11232	-0.78988	-0.52153	-0.71073	-0.14397	0.94662	0.48019	0.66228	-0.31562	-0.66040	0.28941	-0.54601	-0.79797	0.03231	-0.79205	0.13475	-0.58851	-1.10914	-0.05684	-0.74379	0.34905	-0.52920	-1.00272	cn
490	0.77643	0.64184	-0.67316	-0.95481	-0.59518	-0.60094	-0.51870	0.81104	0.48989	0.85384	-1.43356	-0.78562	0.15594	-0.58128	-1.11535	-0.98901	-0.55888	-0.14017	-0.49787	-0.79486	-1.71681	-0.56802	0.17234	-0.48386	-0.65130	sn
491	0.25683	0.40474	0.52004	-0.24568	-0.44639	-0.40504	0.02885	0.44495	0.20078	0.36295	-0.56676	-0.30772	0.15108	-0.48378	0.22640	-0.37353	-0.59088	0.09870	-0.56776	-0.14995	-0.70093	-0.40445	0.18831	-0.47172	0.07321	cn
492	-0.00137	0.21729	1.22431	0.27341	-0.23897	-0.28835	-0.03086	0.05341	-0.28328	0.10541	-0.93879	-0.53423	0.11153	-0.54220	-0.08130	-0.65933	-0.50127	0.11309	-0.52240	0.01043	-1.16645	-0.47868	0.31854	-0.48803	-0.00443	cn
493	-0.22371	-0.21213	1.75611	0.86317	-0.06154	-0.21709	-0.56995	-0.19484	-0.50049	-0.07811	-0.25065	0.17075	0.06515	-0.16261	0.85095	-0.20833	0.05813	-0.14378	-0.21625	0.75472	-0.47496	0.12809	-0.10659	-0.13281	0.80219	cn
494	0.76601	0.86391	-0.23340	-0.75919	-0.69705	-0.58914	-1.00357	0.75288	0.76736	0.72766	-0.51274	-0.48678	0.28513	-0.46071	-0.38321	-0.13153	-0.60554	0.19866	-0.54250	-0.53460	-0.35867	-0.64439	0.35416	-0.52758	-0.55948	sn
495	-0.34125	-0.39512	1.45980	1.40217	0.07112	0.12366	-0.62621	-0.78347	-0.67457	-0.31301	-0.29481	1.17724	-0.78648	0.68213	1.53102	-0.76194	1.04769	-0.47791	0.53646	1.42978	-1.09074	1.20841	-0.65762	0.70499	1.60020	cn
496	0.71793	0.56813	-0.11664	-1.00309	-0.67176	-0.78434	0.07264	0.72271	0.67347	0.87295	-0.78966	-0.81233	0.04759	-0.59996	-0.89129	-0.41636	-0.72140	0.10667	-0.57643	-0.75659	-0.52743	-0.72439	0.37532	-0.53991	-0.82727	sn
497	0.63163	0.83076	-0.80268	-1.00947	-0.57795	-0.65284	-0.45738	0.78222	0.59591	0.86517	-0.73220	-0.85835	0.11032	-0.60253	-1.12829	-0.47352	-0.57326	-0.18612	-0.50373	-0.73804	-0.59599	-0.51917	0.04759	-0.44116	-0.62873	sn
498	0.37402	0.36100	1.07127	-0.10148	-0.47046	-0.39280	0.14778	0.30459	0.32631	0.16859	-0.83119	-0.19493	-0.21075	-0.38570	0.51971	-0.80265	-0.32246	-0.04499	-0.46660	0.35248	-1.16703	0.28954	-0.63880	0.03920	0.81584	cn
499	-0.08291	-0.15806	1.72509	1.03964	-0.11406	-0.18055	-0.87883	-0.45878	-0.39296	-0.09553	0.38052	0.40156	-0.29762	-0.04725	1.07512	-0.06522	0.39752	-0.30145	-0.07323	1.03185	-0.15932	0.62812	-0.42064	0.12609	1.19309	cn
500	0.38025	0.03749	0.46543	0.12195	-0.23444	-0.13724	-0.03523	-0.26343	-0.24020	0.21939	-0.15658	-0.08922	0.25046	-0.40423	0.48185	-0.23937	-0.13757	-0.10267	-0.35610	0.55397	-0.42138	-0.03445	-0.05103	-0.25171	0.59708	cn
501	0.13801	-0.04289	1.57943	0.67715	-0.18896	0.16689	0.20864	-0.51355	-0.53540	-0.24924	-0.15323	0.10178	0.00883	-0.24331	0.88258	-0.77284	0.06623	0.23187	-0.29478	0.83451	-0.72702	0.35469	0.19300	-0.14207	1.09607	sn
502	0.29761	0.51601	0.39102	-0.54458	-0.56192	-0.69370	-0.36091	0.84673	0.40951	0.66847	-1.13706	-0.54181	0.33930	-0.51670	-0.66609	-0.53246	-0.69776	0.21340	-0.57302	-0.83510	-0.81249	-0.67750	0.41299	-0.52810	-0.72753	cn
503	0.89894	0.66057	-0.86059	-0.80102	-0.38268	-0.43820	-1.06991	0.25479	0.51639	0.66756	-0.60044	-0.00642	0.51021	0.01064	0.09360	-0.49302	0.34365	-0.87594	0.23322	0.17996	-0.96000	0.38656	-0.87507	0.26604	0.42027	sn
504	0.35361	0.57401	-0.12493	-0.69931	-0.50097	-0.77062	-0.28436	0.81900	0.49284	0.74620	-0.15773	-0.54730	0.30912	-0.51915	-0.64146	0.14489	-0.75563	0.11762	-0.57441	-0.99912	0.08385	-0.68931	0.32751	-0.50317	-0.81173	cn
505	-0.17353	-0.36645	1.75768	1.41204	0.05326	0.20229	-0.30933	-0.73651	-0.77444	-0.48837	0.46253	1.53643	-0.80800	1.02664	1.69080	-0.18534	1.43055	-0.34074	1.00973	1.60785	-0.31185	1.75300	-0.99189	1.35247	1.80704	sn
506	0.37790	0.66863	0.28367	-0.75526	-0.61753	-0.72348	-0.04650	0.86599	0.27955	0.77860	-0.97731	-0.33176	0.36496	-0.51207	-0.43499	-0.36848	-0.65200	0.21192	-0.57729	-0.67298	-0.66557	-0.65505	0.39964	-0.53308	-0.58600	cn
507	0.50479	0.60051	-0.35333	-0.89361	-0.61440	-0.94910	-0.88904	0.95933	0.76819	1.02359	-1.13257	-0.55134	0.27183	-0.55046	-0.74527	-0.60285	-0.73301	0.15903	-0.56281	-0.93757	-1.20167	-0.68810	0.39548	-0.50580	-0.77913	cn
508	0.59721	0.65527	-0.30903	-0.91089	-0.60078	-0.92059	-1.52991	0.76533	0.84226	1.07415	-0.60919	-0.47709	0.25703	-0.51517	-0.47114	-0.16092	-0.65958	0.01891	-0.53482	-0.76063	-0.38060	-0.62965	0.26183	-0.49102	-0.63886	cn
509	0.64451	0.65314	-0.40456	-0.97051	-0.68496	-0.90864	-0.68262	0.89064	1.02488	0.96163	-0.53374	-0.70615	0.22821	-0.56303	-0.99602	-0.27053	-0.82876	0.15782	-0.59978	-1.31030	-0.40558	-0.79830	0.39897	-0.55444	-1.20326	cn
510	0.58725	0.67917	-0.15728	-0.78481	-0.42912	-0.46881	-0.53221	0.88904	0.27510	0.52418	-0.59125	-0.48371	0.23060	-0.39108	-0.40142	-0.23190	-0.29600	-0.60071	-0.23316	-0.42554	-0.57029	-0.15032	-0.59921	-0.01823	-0.27306	sn
511	0.93053	1.16356	-0.50353	-1.25980	-0.85477	-1.04213	-0.45308	1.11821	1.23043	0.97629	-1.91803	0.37380	-0.24818	-0.13158	0.88533	-1.87329	0.46535	-0.21320	-0.25150	0.52492	-1.94278	0.43935	-0.05390	-0.22353	0.69672	sn
512	-0.11352	-0.30155	1.98738	1.41292	0.01006	0.25312	0.42392	-0.76804	-0.90411	-0.61926	0.16039	1.87243	-0.52353	1.41065	1.85985	-0.32299	1.60737	-0.11664	1.02761	1.68677	-0.58362	1.97287	-0.86714	1.39343	1.92863	sn
513	0.51420	0.78109	-0.31001	-0.89125	-0.70949	-0.97204	-0.74465	1.02243	0.82676	1.01689	-0.29246	-0.74670	0.16472	-0.59461	-1.10412	0.27478	-0.80920	0.13248	-0.59156	-1.32571	-0.04863	-0.77275	0.34467	-0.53496	-1.16646	cn
514	0.42406	0.15536	1.00866	0.49990	-0.28531	-0.21335	-0.34135	-0.15283	0.04225	-0.06703	0.61793	2.21035	-2.40879	2.23368	1.77719	-0.01666	1.89507	-1.33042	1.55154	1.68804	-0.28301	2.33550	-2.41333	2.25908	1.91655	cn
515	0.28871	0.28567	1.51253	0.32571	-0.38480	-0.12415	0.20314	-0.05238	-0.07127	-0.10024	0.38530	1.06143	-0.88762	0.55071	1.45013	-0.21146	0.75488	-0.25685	0.19298	1.27762	-0.40510	0.97735	-0.62875	0.42112	1.45232	cn
516	0.76159	0.71317	-0.28555	-1.14724	-0.81718	-0.83716	-0.85054	1.23492	0.83104	1.07078	-0.92717	-0.64416	0.39646	-0.49559	-1.00295	-0.51388	-0.74827	0.24918	-0.57345	-1.15783	-0.73538	-0.75390	0.43268	-0.55109	-1.05133	sn
517	0.62231	1.04566	-0.56442	-1.01107	-0.61868	-0.81722	-0.32098	0.75513	0.68495	0.86048	-0.52791	-0.94007	0.09105	-0.62739	-1.57526	-0.06454	-0.84178	0.12424	-0.59816	-1.46983	-0.09666	-0.80404	0.37953	-0.55524	-1.27403	sn
518	0.24526	0.05063	0.82893	-0.40689	-0.33606	-0.62075	0.59227	-0.28287	0.41766	0.51631	0.00724	0.12086	1.37221	0.08464	-0.29429	0.35153	-0.42555	0.64261	-0.41794	-0.67226	0.05109	-0.46591	0.70224	-0.42883	-0.56122	sn
519	1.37025	0.42181	0.03371	-0.71508	-0.55814	-0.19140	1.08275	0.13083	0.08010	0.26311	-0.48365	0.64522	0.71166	0.27556	1.03851	-0.88746	1.27196	-0.85545	0.74287	1.20615	-1.26704	1.21156	-1.10268	0.61933	1.25262	sn
520	0.94768	0.17440	-0.19528	-0.39748	-0.21626	0.35317	-0.30377	-0.34838	-0.08164	0.06014	-0.19089	0.81584	0.82034	0.48624	1.07667	-0.38379	1.44200	-1.17316	0.97469	1.15478	-0.82873	1.41464	-1.39010	0.90934	1.24438	sn
521	0.39554	0.32395	-0.35278	-0.47053	-0.02618	-0.01773	-0.73266	-0.40159	-0.08423	0.34463	-0.62111	-0.25720	0.39145	-0.29328	0.01117	-0.37870	-0.09733	-0.37520	-0.23736	0.03444	-0.78181	-0.09721	-0.07402	-0.23802	0.18981	sn
522	0.53763	0.78375	-0.32353	-1.07957	-0.70732	-0.81315	-0.52229	1.01319	0.57204	1.04793	-0.93315	-0.86860	0.08033	-0.61777	-1.14668	-0.39982	-0.79384	0.12975	-0.58591	-1.06990	-0.59121	-0.78074	0.37108	-0.54907	-1.10672	sn
523	1.15057	-0.14742	-0.77174	-0.42542	-0.29030	0.19047	-0.44833	-0.37740	-0.09883	0.42514	-0.36217	-0.06346	0.48627	-0.28652	0.37437	-0.54327	0.64908	-1.41565	0.35539	0.52474	-1.23854	0.55898	-0.89816	0.16517	0.55635	sn
524	-0.52750	-0.65688	2.13197	1.98217	0.15712	0.20917	-0.38407	-1.00946	-0.95351	-0.59869	0.34827	1.34597	-0.78489	0.91049	1.64731	-0.23228	1.41204	-0.54039	0.96119	1.61830	-0.52337	1.60108	-0.98138	1.14795	1.77953	sn
525	0.68665	0.83433	-0.91485	-1.13354	-0.52465	-0.90569	-1.08947	0.82240	0.77931	1.05002	-0.98219	-0.85452	-0.02851	-0.61903	-1.18077	-0.53521	-0.63028	-0.28218	-0.46217	-1.16783	-1.33850	-0.58722	0.02892	-0.43050	-0.90665	cn
526	1.23858	0.27400	-0.02262	-0.71272	-0.67400	-0.67508	0.99476	0.91549	0.26320	0.53120	0.01886	-0.50501	0.26421	-0.51094	-0.16843	-0.05966	-0.02835	-0.57440	-0.28816	0.15850	-0.38114	0.05580	-0.40607	-0.21231	0.23139	sn
527	0.65338	0.49674	-0.08009	-0.79085	-0.52654	-0.61565	-0.25070	0.61114	0.36414	0.73425	0.00159	-0.74326	0.14858	-0.59745	-0.78176	0.20345	-0.62421	-0.11615	-0.51052	-0.77050	-0.13893	-0.51034	0.02165	-0.41633	-0.59870	cn
528	1.06037	0.25335	-0.17688	-0.46012	-0.45513	-0.20581	0.82516	-0.28864	0.04972	0.38242	0.41430	-0.39850	0.38323	-0.44033	-0.03272	0.29025	-0.05474	-0.52012	-0.18673	0.19123	0.06182	0.12270	-0.68047	0.00452	0.27281	sn
529	0.45001	0.00634	1.10955	0.47867	-0.28128	-0.08934	0.13393	-0.20930	-0.10797	-0.13197	0.71754	0.69097	-0.92936	0.44532	1.22613	-0.08146	0.65580	-0.32077	0.23667	1.23738	-0.24542	0.89304	-0.79200	0.53909	1.39158	sn
530	0.11568	0.26477	0.76181	0.08341	-0.35182	-0.40987	-0.63137	0.09782	0.05698	0.39456	0.18795	-0.39524	0.22757	-0.48534	0.02612	0.24268	-0.50001	0.13726	-0.50701	-0.01261	-0.02621	-0.49503	0.30759	-0.46491	-0.09095	cn
531	0.67727	0.81486	-0.51702	-0.92676	-0.69311	-0.91637	-1.28277	0.75391	0.92658	1.08072	-0.31002	-0.75449	0.01586	-0.58343	-0.87823	0.14528	-0.66187	-0.12183	-0.50312	-0.95211	-0.42665	-0.65119	0.14840	-0.47141	-0.88880	cn
532	0.19087	0.29838	0.38452	-0.25052	-0.32442	-0.17874	0.40290	0.18769	-0.06931	0.26539	0.16522	-0.48513	0.57242	-0.37001	-0.56813	0.40652	-0.62481	0.29994	-0.52532	-0.55969	0.13342	-0.63828	0.42688	-0.50658	-0.61791	sn
533	-0.10216	-0.08462	1.76112	0.67843	-0.20884	0.00740	0.21172	-0.05997	-0.25301	-0.28624	-0.00161	-0.23719	-0.04629	-0.39292	0.47022	-0.33431	-0.25738	-0.01070	-0.43825	0.45691	-0.60392	-0.13980	0.01669	-0.32913	0.50978	sn
534	0.49577	0.73431	-0.12264	-0.91789	-0.71142	-1.11699	-0.71949	1.18787	0.86921	1.04442	-0.51030	-0.73768	0.11618	-0.62237	-0.92515	0.03939	-0.80930	0.14179	-0.60100	-1.18137	-0.41621	-0.78919	0.36376	-0.55375	-1.11653	cn
535	-0.24297	-0.39693	2.06485	1.21009	-0.12127	-0.02554	-0.14576	-0.47883	-0.54604	-0.26380	0.57420	0.31843	0.00697	-0.04833	0.94565	0.41666	0.45165	-0.24178	0.05896	0.98617	0.10221	0.39290	-0.41658	0.04630	0.99900	sn
536	-0.28447	-0.08175	1.96709	0.96229	-0.18163	-0.19666	-0.35874	-0.30672	-0.45405	-0.08566	0.33631	-0.32200	-0.07405	-0.44361	0.33582	0.17695	-0.20939	-0.19686	-0.38311	0.37608	0.07738	-0.06075	-0.05868	-0.27096	0.52527	sn
537	-0.01329	0.07257	0.83138	0.81155	-0.09307	-0.18136	-0.94924	-0.32677	-0.23509	-0.01393	0.18670	1.21431	-1.38942	0.74635	1.41192	-0.29156	1.73921	-1.25015	1.20354	1.46574	-0.89598	1.41206	-1.24318	0.91864	1.57700	sn
538	-0.19847	-0.22870	1.91550	1.21622	-0.13917	-0.06959	-0.21852	-0.41535	-0.51473	-0.27060	0.74046	0.28928	-0.45880	-0.05006	0.99074	-0.05648	0.34051	-0.17407	-0.03421	1.04345	-0.10240	0.59511	-0.38354	0.17518	1.21246	sn
539	0.17927	-0.17485	0.62028	0.82000	-0.08838	-0.16325	-0.88937	-0.24393	-0.12721	-0.04548	0.17264	1.38959	-1.75724	1.19436	1.53308	-0.38354	1.65710	-1.47458	1.26319	1.60103	-0.90188	1.52946	-1.47731	1.16526	1.67438	cn
540	0.34763	0.56519	-0.24530	-0.81349	-0.43212	-0.57844	-0.06146	0.68554	0.30256	0.69350	-0.17079	-0.89401	0.13656	-0.60339	-1.40551	0.09409	-0.83357	0.09404	-0.58810	-1.32126	-0.08405	-0.76336	0.33670	-0.52260	-1.15281	sn
541	-0.02635	0.30204	0.53606	-0.00404	-0.24521	-0.38037	-0.38032	0.26948	-0.01419	0.31472	-1.02013	-0.64291	0.12708	-0.58512	-0.38550	-0.76555	-0.64391	0.10716	-0.56405	-0.32157	-1.37309	-0.61578	0.34434	-0.52022	-0.36645	cn
542	-0.02661	0.13582	1.64853	0.30194	-0.38977	-0.40849	0.34315	0.17843	-0.07280	0.12160	0.04613	-0.71710	-0.02748	-0.62300	-0.36207	-0.13158	-0.57148	0.03845	-0.56436	-0.13086	-0.47182	-0.54139	0.24210	-0.51408	-0.21741	cn
543	0.56282	0.30989	1.42387	0.07138	-0.48851	-0.27888	0.65480	-0.05863	0.22669	-0.02291	0.41143	0.56606	-0.53943	0.14382	1.21152	-0.44129	0.46612	-0.05162	-0.00072	1.13101	-0.72113	0.72059	-0.40102	0.22109	1.31509	sn
544	0.68869	0.89615	-0.60852	-1.34218	-0.85794	-1.17132	-0.97331	1.32441	1.26098	1.28715	-1.20275	-1.06821	-0.04787	-0.68527	-1.88450	-0.78751	-0.92802	0.11752	-0.61589	-2.02541	-1.03643	-0.89974	0.37206	-0.57444	-1.83680	sn
545	-0.07832	-0.16865	1.45472	1.25712	0.02585	0.19612	-0.13552	-0.78568	-0.71158	-0.45339	0.69763	1.30346	-0.86507	0.86060	1.57748	-0.13518	1.38816	-0.21609	0.90089	1.60953	-0.26151	1.63475	-0.80355	1.12314	1.78352	sn
546	0.71979	0.81900	0.26003	-0.83897	-0.67045	-0.58307	0.00293	0.69806	0.73028	0.53251	0.96279	-0.45858	-0.21312	-0.54673	0.10472	-0.01916	0.30761	0.42746	-0.26723	0.83478	-0.47955	-0.05422	0.36764	-0.40737	0.63226	sn
