	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	clase
2255	-0.254509	-0.389668	-1.15899	-1.04601	-0.236769	-0.372589	-1.39374	-1.25468	-0.441809	-0.531751	-1.55752	-1.24258	-0.173881	-0.295426	-1.22316	-0.992114	-0.156824	-0.457269	-1.44932	-1.20026	-0.142582	-0.444453	-1.19641	-1.34643	-0.16518	-0.205129	-1.03731	-0.935906	-0.150226	-0.369728	-1.26536	-1.08967	-0.133733	-0.358188	-1.26414	-1.08938	5
2256	-0.474295	-0.565685	-1.57885	-1.25996	-0.236769	-0.197242	-0.912611	-1.04094	0.669479	0.739437	0.301392	0.137226	-0.173881	-0.47097	-1.22316	-1.36441	-0.451783	-0.281966	-1.03082	-1.20026	0.154471	0.0374584	-0.538512	-0.553779	-0.16518	-0.380807	-1.27681	-1.09477	-0.445779	-0.369728	-1.26536	-1.30086	-0.431401	-0.182462	-1.26414	-1.08938	5
2257	-0.254509	-0.213651	-0.91907	-1.04601	0.648682	0.723334	0.290209	0.13463	0.965822	0.914773	0.541251	0.349504	-0.466764	-0.295426	-1.0434	-1.20486	0.138135	0.0248131	-0.552534	-0.56345	1.04563	0.69461	0.358626	0.0275001	-0.458267	-0.380807	-1.27681	-1.30658	-0.445779	-0.194383	-1.26536	-1.08967	0.387187	0.388648	-0.363823	-0.348466	5
2258	0.917683	0.886455	0.520455	0.344705	0.943832	0.547987	0.530773	-0.0791105	0.965822	0.739437	0.301392	-0.075051	0.997652	0.670065	0.334789	0.018408	1.02301	0.8575	0.344248	0.0202937	1.34268	0.69461	0.358626	0.0275001	0.347723	0.365823	-0.378689	-0.353413	0.958099	0.813855	0.34742	0.0191076	0.982523	0.608306	0.356433	0.0219924	3
2259	0.917683	0.534421	0.520455	-0.0832064	0.943832	0.723334	0.290209	-0.0791105	0.965822	0.739437	0.301392	-0.075051	0.997652	0.845609	0.334789	0.018408	1.31797	0.682198	0.344248	0.0202937	1.34268	0.69461	0.119389	0.0275001	0.933898	0.805018	0.339808	0.0172653	0.958099	0.594673	0.34742	0.0191076	0.982523	0.608306	0.116348	0.0219924	3
2260	0.917683	0.710438	0.280534	-0.0832064	0.943832	0.723334	0.290209	-0.0791105	1.26217	0.739437	0.0615332	-0.075051	1.29053	0.670065	0.334789	0.018408	1.31797	0.682198	0.105107	0.0202937	1.34268	0.69461	0.358626	-0.183874	0.933898	0.585421	0.339808	0.0172653	0.958099	0.594673	0.108489	0.0191076	1.20577	0.827964	0.356433	0.0219924	3
2261	0.917683	0.710438	0.280534	-0.0832064	1.23898	0.723334	0.0496452	-0.0791105	0.965822	0.5641	-0.178326	-0.234259	1.29053	0.670065	0.0951039	0.018408	1.31797	0.682198	0.344248	-0.191977	0.748578	0.69461	0.119389	0.0275001	0.933898	0.585421	0.100309	0.0172653	1.17976	0.813855	0.34742	0.0191076	0.982523	0.608306	0.356433	-0.136775	3
2262	1.21073	0.710438	0.0406134	-0.0832064	0.943832	0.547987	-0.190919	-0.239416	0.669479	0.34493	-0.178326	-0.446537	1.29053	0.670065	0.334789	-0.194333	0.728053	0.682198	0.105107	0.0202937	0.748578	0.519369	0.119389	-0.395248	1.15371	0.805018	0.339808	0.0172653	0.958099	0.594673	0.34742	-0.139289	0.982523	0.388648	-0.123737	-0.348466	3
2263	0.917683	0.534421	-0.199307	-0.243673	0.648682	0.328802	-0.190919	-0.453157	0.669479	0.169594	-0.418185	-0.658814	0.704768	0.670065	0.0951039	0.018408	0.728053	0.506895	0.105107	-0.404247	0.451525	0.344129	-0.119848	-0.553779	0.933898	0.585421	0.339808	-0.141597	0.958099	0.375491	-0.130442	-0.350484	0.684855	0.212922	-0.363823	-0.348466	3
2264	0.624635	0.3144	-0.199307	-0.457629	0.648682	0.153454	-0.431483	-0.666897	0.669479	0.34493	-0.178326	-0.446537	0.704768	0.494521	0.0951039	-0.407075	0.433094	0.331593	-0.134035	-0.56345	0.451525	0.0374584	-0.359085	-0.395248	0.933898	0.365823	-0.13919	-0.353413	0.662546	0.200145	-0.369373	-0.350484	0.684855	0.212922	-0.123737	-0.348466	3
2265	0.624635	0.3144	-0.199307	-0.457629	-0.236769	-0.197242	-0.912611	-0.880638	-0.219551	-0.181079	-1.13776	-1.0303	0.704768	0.318977	-0.384266	-0.566631	0.138135	-0.106664	-1.03082	-0.98799	0.154471	-0.0939719	-0.538512	-0.765153	0.933898	0.190146	0.100309	-0.353413	-0.150226	-0.545074	-0.369373	-0.931271	0.387187	0.212922	-0.123737	-0.136775	5
2266	0.038539	-0.213651	-1.15899	-1.04601	-0.236769	-0.372589	-1.15318	-1.04094	0.076792	-0.181079	-1.13776	-1.24258	0.411885	0.187319	-0.384266	-0.779373	0.433094	-0.106664	-0.791676	-0.98799	0.154471	-0.0939719	-1.01699	-1.1879	0.933898	0.585421	0.339808	0.0172653	0.662546	0.200145	-0.369373	-0.508881	0.684855	0.0371957	-0.363823	-0.718924	5
2267	0.038539	-0.213651	-1.15899	-1.25996	0.0583812	-0.372589	-1.57416	-1.25468	0.076792	-0.356415	-1.37762	-1.24258	0.119002	-0.119882	-1.0434	-1.20486	0.138135	-0.281966	-1.03082	-0.98799	-0.142582	-0.269212	-1.01699	-0.976528	0.64081	0.0144682	-0.378689	-0.72409	0.662546	0.200145	-0.130442	-0.139289	0.387187	0.212922	-0.123737	0.0219924	5
2268	0.038539	-0.389668	-1.57885	-1.25996	0.0583812	-0.372589	-1.39374	-1.25468	-0.441809	-0.356415	-1.13776	-1.24258	0.119002	-0.295426	-1.0434	-0.992114	-0.156824	-0.281966	-1.03082	-0.98799	-0.142582	-0.575883	-0.538512	-0.976528	0.64081	0.190146	-0.13919	-0.141597	0.366993	0.200145	-0.130442	0.0191076	0.387187	0.0371957	0.116348	0.0219924	5
2269	0.038539	-0.389668	-1.39891	-1.25996	-0.458132	-0.372589	-1.15318	-1.25468	-0.441809	-0.356415	-1.37762	-1.0303	-0.173881	-0.295426	-1.0434	-0.992114	-0.156824	-0.588746	-0.552534	-0.98799	-0.142582	-0.444453	-1.01699	-0.976528	0.347723	0.190146	-0.13919	0.0172653	0.366993	0.0247994	0.108489	0.0191076	0.387187	0.212922	0.116348	-0.136775	5
2270	-0.474295	-0.389668	-1.15899	-1.25996	-0.458132	-0.372589	-1.39374	-1.04094	-0.441809	-0.181079	-0.897903	-1.0303	-0.173881	-0.602628	-0.56403	-0.992114	-0.156824	-0.457269	-1.03082	-0.98799	-0.142582	-0.269212	-1.01699	-1.1879	0.347723	0.0144682	0.100309	0.0172653	0.366993	0.200145	0.108489	-0.139289	0.0895186	0.212922	-0.363823	-0.718924	5
2271	-0.474295	-0.213651	-0.91907	-1.04601	-0.236769	-0.197242	-0.912611	-1.04094	-0.219551	-0.181079	-0.897903	-1.0303	-0.173881	-0.295426	-1.0434	-1.20486	0.138135	-0.457269	-1.03082	-0.98799	-0.142582	-0.269212	-1.01699	-0.976528	0.0546358	0.190146	-0.378689	-0.72409	-0.150226	-0.369728	-0.847235	-1.08967	-0.133733	-0.358188	-1.02406	-1.08938	5
2272	-0.254509	-0.213651	-0.91907	-1.04601	-0.236769	-0.197242	-0.912611	-1.04094	-0.219551	-0.181079	-0.897903	-1.0303	0.119002	-0.47097	-1.0434	-0.992114	-0.156824	-0.281966	-1.03082	-0.98799	0.154471	-0.269212	-1.01699	-0.976528	-0.16518	-0.380807	-0.857687	-1.09477	-0.150226	-0.369728	-1.02643	-1.08967	-0.133733	-0.533914	-1.02406	-0.930615	5
2273	-0.254509	-0.213651	-0.91907	-1.04601	-0.236769	-0.197242	-1.15318	-1.04094	-0.219551	-0.181079	-1.13776	-1.0303	0.119002	-0.295426	-1.0434	-0.992114	-0.156824	-0.281966	-1.03082	-0.98799	-0.439636	-0.575883	-1.01699	-0.765153	-0.16518	-0.556484	-1.03731	-0.935906	-0.445779	-0.545074	-1.02643	-0.931271	-0.654652	-1.01716	-0.843994	-0.348466	5
2274	-0.254509	-0.213651	-1.15899	-1.04601	-0.236769	-0.197242	-1.15318	-1.04094	-0.219551	-0.356415	-0.897903	-1.0303	-0.173881	-0.295426	-1.0434	-0.992114	-0.451783	-0.588746	-1.03082	-0.77572	-0.439636	-0.751123	-0.359085	-0.183874	-0.458267	-0.556484	-1.03731	-0.935906	-0.667444	-1.02727	-0.847235	-0.350484	-0.654652	-1.01716	-0.363823	0.0219924	4
2275	-0.254509	-0.389668	-0.91907	-1.04601	-0.458132	-0.547937	-0.672047	-0.666897	-0.441809	-0.882424	-0.658044	-0.446537	-0.466764	-0.90983	-0.384266	0.018408	-0.746742	-1.027	-0.552534	0.0202937	-0.736689	-1.14541	-0.119848	0.186031	-0.678082	-1.0396	-0.378689	0.229081	-0.889109	-1.20262	-0.369373	0.388699	-0.877903	-1.19289	-0.123737	0.604141	4
2276	-0.474295	-0.565685	-0.679149	-0.671585	-0.458132	-0.898633	-0.672047	-0.453157	-0.441809	-1.01393	-0.658044	0.137226	-0.759647	-1.04149	-0.56403	0.018408	-0.746742	-1.15848	-0.134035	0.179496	-0.736689	-1.14541	-0.119848	0.186031	-0.897898	-1.21528	-0.378689	0.387943	-0.889109	-1.20262	-0.130442	0.599895	-1.17557	-1.19289	-0.123737	0.392451	4
2277	-0.474295	-0.917719	-0.679149	-0.457629	-0.458132	-1.03014	-0.672047	0.13463	-0.738152	-1.18926	-0.658044	0.137226	-0.759647	-1.17315	-0.144581	0.177964	-0.746742	-1.15848	-0.134035	0.179496	-0.959479	-1.14541	-0.119848	0.186031	-0.897898	-1.21528	-0.13919	0.599759	-1.18466	-1.20262	-0.130442	0.388699	-0.654652	-1.19289	-0.363823	0.233683	4
2278	-0.474295	-1.04973	-0.679149	0.130749	-0.753282	-1.20549	-0.672047	0.13463	-0.738152	-1.01393	0.0615332	-0.075051	-0.759647	-1.17315	-0.144581	0.177964	-0.967961	-1.15848	-0.134035	0.179496	-0.736689	-1.14541	-0.119848	0.186031	-1.19099	-1.21528	-0.13919	0.387943	-0.667444	-1.20262	-0.369373	0.230303	-0.877903	-1.01716	-0.363823	-0.136775	4
2279	-0.767343	-1.22575	-0.679149	0.130749	-0.753282	-1.03014	0.0496452	-0.0791105	-0.219551	-0.531751	-0.658044	-0.658814	-0.979309	-1.17315	-0.144581	0.177964	-0.746742	-1.15848	-0.134035	0.179496	-0.736689	-0.882554	-0.538512	-0.183874	-0.678082	-1.21528	-0.378689	0.229081	-0.889109	-1.02727	-0.369373	-0.139289	-0.877903	-0.885367	-0.603908	-0.348466	4
2280	0.038539	-0.213651	-1.39891	-1.25996	0.0583812	-0.372589	-1.39374	-1.25468	-0.219551	-0.181079	-1.13776	-0.871091	-0.466764	-0.47097	-1.0434	-0.992114	-0.156824	-0.281966	-1.21017	-1.20026	-0.142582	-0.269212	-1.01699	-0.976528	-0.678082	-0.732162	-1.27681	-0.935906	-0.445779	-0.369728	-1.26536	-1.08967	-0.431401	-0.182462	-0.843994	-1.08938	5
2281	0.038539	-0.389668	-1.39891	-1.25996	-0.236769	-0.197242	-1.15318	-0.880638	-0.219551	-0.356415	-0.897903	-0.871091	-0.173881	-0.295426	-1.22316	-1.20486	-0.156824	-0.281966	-1.03082	-0.98799	-0.142582	-0.269212	-1.01699	-0.976528	-0.458267	-0.380807	-1.27681	-1.09477	-0.445779	-0.194383	-0.847235	-1.08967	-0.133733	-0.182462	-1.02406	-0.930615	5
2282	-0.254509	0.3144	0.280534	-0.0832064	0.353531	0.723334	0.530773	0.508676	0.669479	1.30928	1.08093	0.720989	-0.173881	0.670065	0.334789	0.177964	0.433094	1.25193	1.18125	0.97551	0.748578	1.26414	1.495	0.978684	0.0546358	0.805018	0.878681	0.599759	0.366993	1.38373	1.18368	0.969486	0.387187	1.39907	1.19673	0.9746	0
2283	0.624635	1.28249	1.06028	0.719128	0.353531	1.29321	1.37275	0.936157	0.076792	1.30928	1.68058	0.720989	0.704768	1.24058	1.47329	0.975745	0.728053	1.25193	1.48017	0.816308	0.154471	1.0889	1.495	0.820154	0.347723	1.37597	1.17805	0.970437	0.0714393	1.20838	1.48234	0.969486	-0.133733	1.00369	1.49684	0.9746	0
2284	0.331587	1.28249	1.36018	0.933084	0.0583812	1.29321	1.67345	0.722417	-0.219551	1.30928	1.08093	0.933267	0.704768	1.24058	1.47329	0.816189	0.138135	1.07663	1.48017	0.816308	-0.142582	1.26414	1.495	0.820154	0.0546358	1.20029	1.47743	0.970437	-0.150226	0.9892	1.48234	0.969486	-0.133733	1.22335	1.19673	0.762909	0
2285	0.038539	1.28249	1.66008	0.719128	-0.236769	1.29321	1.07204	0.936157	-0.219551	1.30928	1.38076	0.933267	0.119002	1.06504	1.47329	0.816189	-0.156824	1.25193	1.48017	0.816308	-0.142582	1.26414	1.495	0.820154	-0.16518	0.980695	1.47743	0.970437	-0.150226	1.20838	1.18368	0.758291	-0.431401	1.22335	1.49684	0.762909	0
2286	-0.254509	1.28249	1.06028	0.933084	-0.236769	1.29321	1.37275	0.936157	-0.219551	1.30928	1.68058	0.933267	-0.173881	1.24058	1.47329	0.816189	-0.156824	1.25193	1.48017	0.816308	-0.439636	1.26414	1.495	0.820154	-0.16518	1.20029	1.17805	0.758621	-0.445779	1.20838	1.48234	0.758291	-0.431401	1.61873	1.49684	0.9746	0
2287	-0.254509	1.28249	1.36018	0.933084	-0.236769	1.29321	1.67345	0.936157	-0.219551	1.30928	1.38076	0.933267	-0.173881	1.24058	1.47329	0.816189	-0.451783	1.25193	1.48017	0.816308	-0.439636	1.0889	1.495	0.978684	-0.458267	1.20029	1.47743	0.758621	-0.445779	1.60291	1.48234	0.969486	-0.431401	1.39907	1.49684	0.9746	0
2288	-0.254509	1.28249	1.66008	0.933084	-0.236769	1.29321	1.37275	0.936157	-0.219551	1.30928	1.68058	0.933267	-0.466764	1.24058	1.47329	0.816189	-0.451783	1.07663	1.48017	0.97551	-0.142582	1.0889	2.1529	0.820154	-0.458267	1.59557	1.47743	0.970437	-0.445779	1.38373	1.48234	0.969486	-0.133733	1.22335	1.49684	0.9746	0
2289	-0.254509	1.28249	1.36018	0.933084	-0.236769	1.29321	1.67345	0.936157	-0.219551	1.13394	1.38076	0.933267	-0.466764	1.06504	1.47329	0.975745	-0.156824	1.07663	2.13781	0.816308	-0.142582	1.26414	1.85386	0.820154	-0.458267	1.37597	1.47743	0.970437	-0.150226	1.20838	1.48234	0.969486	-0.431401	1.39907	1.49684	0.9746	0
2290	-0.254509	1.28249	1.66008	0.933084	-0.236769	1.11787	1.37275	0.936157	-0.441809	1.13394	1.08093	0.508712	-0.173881	1.06504	2.13243	0.816189	-0.156824	1.25193	1.83889	0.816308	-0.142582	1.26414	1.19596	0.820154	-0.16518	1.20029	1.47743	0.970437	-0.445779	1.38373	1.48234	0.969486	-0.133733	1.39907	1.79695	1.13337	0
2291	-0.254509	1.10648	1.36018	0.933084	-0.458132	1.11787	1.07204	0.508676	-0.219551	0.739437	0.541251	0.349504	-0.173881	1.24058	1.83282	0.816189	-0.156824	1.25193	1.18125	0.816308	-0.142582	0.86985	0.896909	0.397405	-0.458267	1.37597	1.47743	0.970437	-0.150226	1.38373	1.78101	1.12788	-0.431401	1.00369	1.19673	0.604141	0
2292	-0.254509	0.710438	0.520455	0.344705	-0.236769	0.547987	-0.190919	0.13463	-0.441809	0.169594	-0.178326	-0.234259	-0.173881	0.845609	0.874081	0.390706	-0.451783	0.331593	0.344248	0.0202937	-0.439636	0.212699	-0.538512	-0.395248	-0.458267	0.980695	1.17805	0.599759	-0.445779	0.594673	0.34742	0.230303	-0.431401	0.212922	-0.123737	0.0219924	0
2293	-0.254509	-0.565685	-1.57885	-1.25996	-0.458132	-0.898633	-1.99515	-1.62873	-0.738152	-0.882424	-1.97727	-1.61406	0.119002	-0.119882	-0.803715	-0.992114	-0.451783	-0.764048	-2.22653	-1.35946	-0.439636	-0.882554	-2.03374	-1.55781	0.0546358	-0.380807	-1.03731	-0.72409	0.0714393	-0.545074	-1.26536	-1.08967	-0.431401	-0.709641	-1.74431	-1.30107	5
2294	-0.474295	-0.917719	-1.99871	-1.63439	-0.753282	-0.898633	-1.99515	-1.62873	-0.738152	-0.882424	-1.97727	-1.45485	-0.466764	-0.778172	-2.24183	-1.36441	-0.451783	-0.895525	-2.04717	-1.57173	-0.439636	-0.751123	-1.85431	-1.55781	0.0546358	-0.556484	-1.27681	-1.09477	-0.445779	-0.720419	-1.74323	-1.30086	-0.431401	-0.358188	-1.50423	-1.08938	5
2295	-0.767343	-0.917719	-1.99871	-1.63439	-0.753282	-0.898633	-1.99515	-1.46842	-0.441809	-0.882424	-1.79737	-1.45485	-0.466764	-0.90983	-2.06206	-1.57715	-0.451783	-0.764048	-1.86781	-1.57173	-0.439636	-0.751123	-1.61508	-1.1879	-0.458267	-0.732162	-1.75581	-1.30658	-0.445779	-0.369728	-1.5043	-1.08967	-0.431401	-0.533914	-1.50423	-1.08938	5
2296	-0.767343	-0.917719	-1.99871	-1.47392	-0.458132	-0.898633	-1.81473	-1.46842	-0.441809	-0.707087	-1.79737	-1.45485	-0.466764	-0.778172	-1.8823	-1.57715	-0.451783	-0.764048	-1.62867	-1.20026	-0.439636	-0.575883	-1.61508	-1.1879	-0.458267	-0.380807	-1.51631	-1.09477	-0.445779	-0.545074	-1.5043	-1.08967	-0.431401	-0.533914	-1.26414	-1.08938	5
2297	-0.474295	-0.917719	-1.81877	-1.47392	-0.458132	-0.723285	-1.81473	-1.46842	-0.738152	-0.707087	-1.97727	-1.45485	-0.466764	-0.778172	-1.64261	-1.20486	-0.451783	-0.588746	-1.62867	-1.20026	-0.142582	-0.575883	-1.43565	-1.34643	-0.458267	-0.556484	-1.51631	-1.09477	-0.445779	-0.545074	-1.26536	-1.08967	-0.133733	-0.533914	-1.26414	-1.08938	5
2298	-0.474295	-0.741702	-1.81877	-1.47392	-0.753282	-0.723285	-1.99515	-1.46842	-0.441809	-0.707087	-1.97727	-1.45485	-0.466764	-0.602628	-1.64261	-1.20486	-0.156824	-0.588746	-1.44932	-1.35946	-0.142582	-0.751123	-1.61508	-1.1879	-0.458267	-0.556484	-1.27681	-1.09477	-0.150226	-0.545074	-1.26536	-1.08967	-0.133733	-0.709641	-1.50423	-1.08938	5
2299	-0.767343	-0.741702	-1.99871	-1.47392	-0.458132	-0.723285	-1.99515	-1.46842	-0.441809	-0.707087	-1.55752	-1.24258	-0.173881	-0.602628	-1.46285	-1.36441	-0.156824	-0.764048	-1.62867	-1.20026	-0.439636	-0.751123	-1.85431	-1.34643	-0.16518	-0.556484	-1.27681	-1.09477	-0.150226	-0.720419	-1.5043	-1.08967	-0.133733	-0.709641	-1.50423	-1.30107	5
2300	-0.474295	-0.741702	-1.57885	-1.25996	0.0583812	-0.0218938	-0.672047	-0.666897	0.669479	0.34493	-0.178326	-0.234259	-0.466764	-0.778172	-1.8823	-1.36441	-0.746742	-0.588746	-1.44932	-1.20026	0.154471	0.0374584	-0.538512	-0.553779	-0.16518	-0.732162	-1.51631	-1.30658	-0.445779	-0.720419	-1.74323	-1.30086	-0.431401	-0.358188	-1.02406	-0.930615	5
2301	0.331587	0.138383	-0.199307	-0.457629	0.353531	-0.0218938	-0.190919	-0.453157	0.373135	0.169594	-0.418185	-0.658814	0.411885	0.187319	-0.56403	-0.566631	0.433094	0.200116	-0.552534	-0.56345	0.451525	0.212699	-0.538512	-0.765153	0.347723	0.190146	-0.13919	-0.512275	0.0714393	0.200145	-0.847235	-0.931271	-0.133733	-0.358188	-1.26414	-1.08938	3
2302	0.331587	-0.0376343	-0.199307	-0.457629	0.353531	0.153454	-0.431483	-0.666897	0.373135	0.169594	-0.658044	-0.658814	0.411885	0.187319	-0.56403	-0.566631	0.433094	0.200116	-0.552534	-0.77572	0.154471	-0.0939719	-0.538512	-0.976528	0.0546358	0.190146	-0.857687	-0.935906	-0.150226	-0.369728	-1.26536	-1.08967	-0.431401	-0.533914	-1.50423	-1.08938	3
2303	-0.181247	-0.30166	-1.03903	-0.992519	-0.162981	-0.109568	-0.792329	-0.987508	-0.145465	-0.268747	-1.19773	-0.97723	0.0457816	0.0117755	-0.863637	-1.09848	-0.156824	-0.194315	-0.851461	-0.934923	-0.142582	-0.181592	-1.01699	-0.923684	0.494267	0.234065	-0.558314	-0.777044	0.219216	-0.10671	-1.02643	-1.14247	-0.0593155	-0.270325	-1.50423	-1.14231	5
2304	-0.181247	-0.125643	-0.799109	-0.992519	-0.162981	-0.284915	-1.21332	-0.987508	-0.145465	-0.444083	-1.43759	-1.18951	-0.173881	-0.207654	-0.863637	-0.938929	-0.156824	-0.194315	-1.03082	-0.934923	-0.142582	-0.356832	-1.25622	-1.08221	0.201179	-0.11729	-1.03731	-1.14772	-0.0763374	-0.282055	-1.5043	-1.14247	-0.0593155	-0.270325	-1.50423	-1.14231	5
2305	-0.181247	-0.477677	-1.45889	-1.20647	-0.162981	-0.460263	-1.21332	-1.36155	-0.441809	-0.268747	-1.01783	-1.18951	-0.173881	-0.383198	-1.28309	-1.09848	-0.156824	-0.369618	-1.26996	-1.09413	-0.439636	-0.356832	-1.25622	-1.29359	-0.0919078	-0.292968	-1.51631	-1.14772	-0.0763374	-0.282055	-1.26536	-1.14247	-0.356984	-0.446051	-1.50423	-1.14231	5
2306	0.111801	0.00636995	-0.559189	-0.564607	1.01762	0.679497	0.35035	0.0277598	1.03991	0.870939	0.361357	0.0310878	-0.466764	-0.207654	-1.28309	-1.09848	0.359354	0.375418	-0.373177	-0.351179	0.971368	0.82604	0.358626	0.0275001	-0.384995	-0.468645	-1.27681	-1.35954	-0.371891	-0.10671	-1.02643	-0.931271	0.536021	0.476511	0.176369	-0.189698	5
2307	1.28399	0.666434	0.340514	0.0237715	1.31277	0.679497	0.109786	0.0277598	1.33625	0.695602	0.361357	-0.18119	0.924431	0.582293	0.334789	0.018408	0.949272	0.594546	0.105107	0.0202937	1.19416	0.82604	0.358626	0.0275001	1.08044	0.62934	0.160184	0.0172653	1.10588	0.638509	0.168221	0.0191076	1.13136	0.827964	-0.063716	0.0219924	3
2308	1.28399	0.666434	0.340514	-0.190184	0.722469	0.679497	0.109786	0.0277598	0.743564	0.520266	0.121498	-0.393467	1.14409	0.801723	0.334789	0.018408	0.949272	0.594546	0.344248	-0.138909	0.971368	0.387939	-0.119848	-0.342405	1.08044	0.805018	-0.0793155	0.0172653	1.10588	0.813855	0.168221	-0.192088	1.13136	0.476511	-0.063716	-0.189698	3
2309	0.697897	0.490417	0.100594	-0.40414	0.427319	0.328802	-0.130778	-0.560027	0.447221	0.0380916	-0.35822	-0.393467	0.924431	0.362863	-0.144581	-0.35389	0.654313	0.200116	-0.373177	-0.351179	0.674315	0.212699	-0.119848	-0.342405	1.08044	0.453662	-0.0793155	-0.194551	0.514769	0.0686359	-0.548571	-0.561679	0.536021	0.476511	-0.303801	-0.348466	3
2310	0.404849	0.00636995	-0.379248	-0.40414	0.722469	0.328802	0.109786	-0.185981	1.03991	0.870939	0.361357	0.0310878	0.631548	0.187319	-0.144581	-0.35389	1.17049	0.813675	0.344248	0.0202937	1.19416	0.82604	0.119389	0.0275001	0.494267	0.453662	-0.318815	-0.353413	0.810323	0.813855	0.168221	-0.192088	1.13136	0.827964	0.176369	0.0219924	3
2311	0.697897	0.3144	0.100594	-0.190184	1.01762	0.854845	0.35035	0.0277598	1.03991	0.695602	0.361357	0.0310878	1.14409	0.801723	0.334789	0.018408	1.17049	0.813675	0.105107	0.0202937	1.19416	0.82604	0.657672	-0.131031	0.787354	0.805018	0.160184	-0.194551	1.10588	0.813855	0.168221	0.0191076	1.13136	0.827964	0.176369	-0.189698	3
2312	0.990945	0.666434	0.340514	0.0237715	0.722469	0.328802	-0.371342	-0.560027	0.150878	-0.0934105	-1.01783	-0.97723	1.14409	0.801723	0.634395	-0.141148	0.949272	0.200116	0.105107	-0.351179	-0.142582	-0.532073	-0.359085	-0.923684	1.08044	0.805018	0.160184	-0.194551	0.219216	-0.10671	-0.548571	-0.931271	-0.0593155	-0.621778	-0.783972	-0.771847	5
2313	0.111801	-0.125643	-1.03903	-0.992519	0.132169	-0.109568	-0.551765	-0.773768	0.447221	0.213428	-0.35822	-0.764953	-0.173881	-0.558742	-0.384266	-0.938929	0.359354	0.200116	-0.134035	-0.138909	0.971368	0.60699	0.358626	0.0275001	-0.0919078	-0.644323	-0.797813	-0.777044	0.514769	0.243981	-0.0707095	-0.192088	0.833689	0.476511	0.176369	-0.348466	5
2314	0.404849	0.182387	-0.379248	-0.778563	0.427319	-0.109568	-0.792329	-0.987508	0.150878	-0.0934105	-1.01783	-1.18951	0.924431	0.582293	0.334789	0.018408	0.654313	0.200116	-0.373177	-0.510382	0.674315	0.0374584	-0.359085	-0.71231	0.787354	0.453662	0.160184	-0.353413	0.514769	0.0686359	-0.548571	-0.772875	0.833689	0.476511	-0.063716	-0.348466	5
2315	0.404849	-0.125643	-0.799109	-0.992519	0.132169	-0.109568	-1.03289	-1.20125	0.150878	-0.268747	-1.01783	-0.97723	0.631548	0.187319	-0.384266	-0.513446	0.654313	0.0248131	-0.373177	-0.722653	0.674315	0.212699	-0.119848	-0.131031	0.494267	0.0583876	-0.558314	-0.777044	0.810323	0.463163	-0.0707095	-0.350484	0.833689	0.652237	-0.063716	0.0219924	5
2316	0.111801	-0.125643	-1.03903	-1.20647	0.132169	-0.284915	-1.03289	-0.987508	-0.145465	-0.268747	-1.01783	-0.97723	0.631548	0.0117755	-0.384266	-0.726187	0.654313	0.200116	-0.134035	-0.138909	0.377261	0.212699	-0.119848	0.0275001	0.787354	0.453662	-0.0793155	-0.353413	0.810323	0.638509	-0.0707095	0.0191076	1.13136	0.652237	0.176369	0.0219924	5
2317	0.111801	-0.30166	-1.03903	-0.992519	-0.162981	-0.284915	-1.03289	-0.987508	-0.145465	-0.575585	-0.538114	-0.97723	0.631548	0.187319	-0.144581	-0.141148	0.359354	0.200116	-0.134035	0.0202937	0.377261	0.0374584	0.119389	0.0275001	0.787354	0.62934	-0.0793155	0.0172653	1.10588	0.638509	0.168221	0.0191076	0.833689	0.652237	0.416455	0.0219924	5
2318	-0.181247	-0.30166	-1.03903	-0.992519	-0.162981	-0.591774	-0.551765	-0.987508	-0.145465	-0.444083	-1.01783	-0.97723	0.338665	0.187319	-0.144581	0.018408	0.359354	0.0248131	0.105107	0.0202937	0.377261	0.212699	0.119389	-0.131031	1.08044	0.62934	0.160184	0.0172653	0.810323	0.638509	0.407152	0.0191076	0.536021	0.652237	0.176369	-0.189698	5
2319	-0.181247	-0.60969	-0.559189	-0.992519	-0.162981	-0.460263	-1.03289	-0.987508	-0.145465	-0.268747	-1.01783	-1.18951	0.338665	0.0117755	0.0951039	0.018408	0.359354	0.200116	0.105107	-0.138909	0.0802078	0.212699	-0.359085	-0.71231	0.787354	0.62934	0.399683	0.0172653	0.514769	0.638509	0.168221	-0.192088	0.536021	0.256853	-0.303801	-0.560156	5
2320	-0.181247	-0.477677	-1.03903	-0.992519	-0.162981	-0.284915	-1.03289	-1.20125	0.150878	-0.444083	-1.01783	-0.97723	0.338665	0.187319	0.0951039	-0.141148	0.0643955	0.200116	-0.373177	-0.722653	-0.142582	-0.356832	-0.837558	-1.08221	0.494267	0.62934	0.160184	-0.194551	0.514769	0.243981	-0.30964	-0.561679	0.238353	-0.0945989	-0.783972	-0.930615	5
