	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	clase
4798	-0.611737	0.909323	-1.52367	-1.36922	-0.483242	-1.35311	1.58175	-0.443572	1.27285	1.16281	0.177282	2.22644	0.588512	0.367185	0.678668	-0.797669	4
4799	-0.731777	0.909323	-0.952376	-0.401735	-1.4567	-0.732154	-0.145757	-0.410955	1.27285	0.434482	0.688987	0.917154	1.11949	-0.174598	0.799057	-0.797669	4
4800	-1.12191	0.0783846	-1.25707	0.616668	0.375687	1.27681	1.58175	1.38294	0.857177	1.1264	0.123418	0.262509	-0.296452	-0.415391	0.100797	-0.797669	7
4801	0.918782	0.553207	0.342565	0.871269	0.776521	0.838488	-0.308729	0.534918	-1.69624	0.106733	-0.980788	-0.719458	1.07524	-0.836778	1.28062	-0.797669	2
4802	0.108508	0.909323	-0.381078	-0.248975	-1.4567	-0.732154	-1.6777	-0.508804	0.738414	-0.111767	1.0391	0.844415	1.42923	-0.0542016	0.630512	-0.797669	4
4803	-1.12191	0.731265	-0.533424	0.871269	0.490211	0.765435	-0.0153795	-0.150025	-1.10242	-1.24068	-1.25011	-0.646719	-0.517694	0.186591	1.28062	0.514774	7
4804	-1.12191	-1.76155	0.037873	-0.350815	0.347056	1.27681	0.571321	1.54603	0.411814	1.23565	0.4466	0.262509	1.47348	-0.535787	1.28062	-0.797669	1
4805	-1.03188	0.909323	-1.52367	-0.0962143	-1.3708	-0.366889	-0.60208	-0.345723	0.797796	0.0703161	1.0391	0.517093	1.38498	-0.325093	1.20838	-0.797669	4
4806	-1.12191	0.19709	0.0759595	0.871269	0.661997	0.911541	0.147593	-0.0195594	-0.68675	-1.24068	-0.953856	-0.173921	-0.163708	0.577879	1.28062	0.794017	7
4807	-0.971859	0.909323	-1.14281	-0.605416	-0.511873	0.217536	-0.60208	1.15463	-0.271077	0.106733	-0.57681	-1.30136	-2.42037	-0.957174	1.28062	-0.630123	1
4808	1.87911	-0.693201	0.60917	0.871269	-1.3708	0.254063	0.114998	-0.247874	0.679032	-1.24068	-1.65408	-1.19226	-1.22566	0.156492	1.16023	1.15703	8
4809	-0.911839	0.0190318	0.342565	0.718509	1.32051	1.27681	1.58175	1.05678	0.857177	0.507315	0.715918	-0.573981	-0.384949	-0.866877	-1.12718	-0.797669	3
4810	0.378599	0.909323	-1.18089	-0.503576	-1.4567	-1.13395	-0.89543	-1.45468	0.61965	-0.548766	1.0391	0.698939	0.986746	1.60125	-0.621541	1.38043	0
4811	0.348589	0.909323	-0.838116	-0.0452941	-1.4567	-0.147729	-1.51472	-0.150025	-0.122623	0.143149	1.0391	0.262509	1.65047	-0.44549	1.11207	-0.797669	4
4812	-0.431676	-0.574496	0.532997	0.871269	0.318425	-0.257309	-0.406513	-0.867584	-1.69624	-1.24068	-1.27704	-0.61035	0.101782	-0.927075	1.28062	-0.518426	2
4813	0.138518	-0.337085	0.190219	0.871269	0.805152	0.765435	0.277971	0.0456733	-0.835204	-0.803683	-1.65408	-1.08315	-0.207956	-0.776579	1.28062	-0.797669	2
4814	-0.341645	0.315796	1.33281	-0.452655	0.547473	1.27681	-1.6777	1.31771	0.768105	1.67265	1.0391	0.589831	0.278774	-0.475589	-0.910476	-0.797669	9
4815	-0.911839	-0.930612	-0.876203	0.871269	-0.597766	0.18101	-1.02581	-0.378339	-1.69624	-1.16785	-0.980788	-1.30136	0.323023	-1.01737	1.28062	-0.602198	2
4816	0.828752	0.553207	2.28498	0.871269	0.891045	0.655855	0.636509	0.730616	-0.478914	0.580149	-1.16931	-0.101182	-2.15488	-0.565886	-1.12718	-0.797669	1
4817	-0.461686	0.0783846	0.837689	0.871269	0.919676	0.582802	0.310565	0.534918	1.27285	0.325232	0.715918	-0.792196	-0.429197	-1.01737	-1.12718	-0.797669	3
4818	1.78908	0.790618	-0.80003	-0.147134	1.4064	-0.293836	0.571321	1.80696	-0.36015	0.580149	-1.65408	-0.61035	0.809753	-1.07757	-0.380762	0.403077	8
4819	0.378599	-1.99896	2.28498	-0.452655	0.547473	1.27681	-1.6777	1.57864	-1.57748	1.27206	0.4466	0.880785	1.56197	-0.1144	0.702746	-0.797669	9
4820	-1.12191	-0.277732	-0.0763864	0.871269	0.432949	0.217536	0.180187	-0.345723	-0.567986	-1.24068	-0.819197	-0.173921	-0.384949	0.638077	1.28062	1.10118	7
4821	-0.0115331	0.612559	-0.266819	-0.758177	0.118008	-1.24353	-1.091	-1.45468	-1.69624	0.0338994	-1.60022	1.60817	-0.384949	1.93234	1.28062	1.82722	5
4822	1.21888	-0.277732	0.304479	0.871269	-1.14175	0.0349035	-1.6777	-0.574037	-0.419532	-1.24068	1.0391	-0.61035	-0.561942	0.00599652	-0.98271	-0.295031	6
4823	0.648691	-0.0403209	1.63751	0.871269	1.14872	0.18101	0.734293	-0.117408	-0.567986	-0.548766	-1.65408	-1.30136	-0.252204	-1.07757	1.28062	-0.685971	2
4824	-0.881828	-0.752554	-1.52367	-2.38762	-0.71229	-2.37585	0.734293	-1.35683	1.27285	0.215983	0.635123	1.71727	-0.517694	1.93234	-0.790087	1.04534	0
4825	-0.671757	-0.0996736	0.380652	0.871269	1.4064	1.05765	0.897265	0.861082	0.560268	0.507315	0.796714	-0.573981	-0.207956	-1.01737	-1.12718	-0.797669	3
4826	-1.12191	-1.40543	-0.533424	-0.401735	0.232532	0.765435	1.2558	1.80696	1.27285	2.07323	0.581259	0.917154	0.544264	-0.0843007	0.365654	-0.797669	1
4827	-1.12191	0.19709	-0.571511	0.871269	1.4064	0.582802	1.22321	0.110906	-0.0632408	-0.694433	-0.953856	-1.30136	-2.42037	-0.144499	1.23246	0.235531	7
4828	-0.971859	-1.10867	-0.914289	0.871269	1.4064	1.20375	0.571321	0.437069	-0.835204	-0.51235	0.365804	-1.30136	-1.49115	-0.1144	-1.12718	1.18496	8
4829	1.87911	0.909323	0.837689	0.158387	-0.454611	-0.366889	-0.960618	-0.834968	-0.0632408	-1.24068	0.635123	-0.319397	-0.340701	0.367185	-1.12718	0.319304	6
4830	1.18887	-1.64285	1.78985	0.871269	-1.4567	1.09417	-0.276135	0.33922	1.27285	-0.694433	-0.57681	-1.30136	-1.18142	0.276888	0.943525	1.5759	8
4831	-0.911839	-1.58349	-0.342992	0.871269	0.232532	0.217536	-0.341324	-0.737119	-1.69624	-1.24068	-1.46556	-0.501243	-0.0309631	-0.716381	1.28062	-0.797669	2
4832	-0.671757	0.553207	0.685343	0.871269	1.4064	0.18101	0.636509	-0.345723	-0.775823	-1.24068	-1.27704	-0.21029	-2.42037	0.638077	1.06391	0.794017	7
4833	1.87911	0.909323	0.456824	0.209307	-0.969969	-0.184256	-1.6777	-0.508804	-1.1915	-1.24068	0.258077	-1.15589	0.14603	-0.204697	-1.12718	0.0400606	6
4834	0.49864	0.909323	-0.838116	-0.401735	-1.4567	-0.366889	0.277971	0.208755	1.27285	1.3449	0.338873	0.735308	-0.384949	-0.204697	-0.452996	-0.797669	4
4835	1.15886	0.790618	-0.190646	0.871269	0.203901	0.290589	1.02764	1.51341	1.27285	0.470899	0.958305	-1.15589	-0.340701	-1.07757	-1.12718	-0.406728	9
4836	0.348589	-0.633848	0.60917	0.871269	0.719259	0.363642	-0.0479739	-0.247874	-1.28057	-1.02218	-1.65408	-1.01041	-0.207956	-0.806679	1.28062	-0.797669	2
4837	1.21888	0.909323	-1.52367	0.463908	-0.826814	0.363642	1.58175	1.44818	0.975941	1.67265	0.0156905	0.626201	-0.738935	-0.264895	-0.356684	-0.797669	9
4838	0.58867	-1.28673	2.28498	0.412987	-0.0824086	1.27681	-1.6777	0.926315	-0.0632408	1.1264	0.931373	0.880785	0.234526	-0.234796	-0.814165	-0.797669	9
4839	-0.671757	0.434501	-1.52367	0.565748	0.146639	1.20375	1.58175	1.80696	0.263359	1.63623	-0.415219	0.626201	-0.783183	-0.264895	-0.0918265	-0.797669	7
4840	-0.911839	-1.22738	0.647257	-0.147134	1.4064	1.27681	1.15802	1.31771	0.500887	0.907898	0.15035	-0.0648132	-0.11946	-0.806679	-1.12718	-0.797669	1
4841	-0.0115331	0.84997	-1.52367	-1.3183	-0.71229	-1.35311	1.45137	-0.508804	1.27285	1.01715	0.204213	2.33555	0.234526	0.427384	0.293421	-0.797669	4
4842	-1.12191	-2.77055	-0.419165	-1.16554	0.261163	0.546275	1.45137	1.80696	1.27285	1.59981	0.931373	0.589831	1.69472	-0.294994	1.11207	-0.797669	1
4843	0.198538	0.909323	-0.952376	-0.910937	-1.4567	-1.64532	-0.536891	-1.45468	0.61965	-0.330267	1.0391	1.06263	0.455767	1.78184	-0.621541	1.29665	0
4844	-0.341645	-1.22738	-0.68577	-2.69314	0.118008	-2.37585	1.48396	-0.704503	1.27285	1.08998	0.338873	2.33555	-1.40266	1.66145	-1.12718	0.710244	0
4845	0.318579	-0.574496	1.40899	0.871269	1.4064	0.254063	-0.0805684	0.241371	0.768105	0.215983	0.850578	-1.01041	-0.694686	-1.07757	-1.12718	-0.0995609	3
4846	-1.12191	-1.7022	-0.228732	-0.401735	1.06283	1.27681	0.832076	0.698	0.411814	-0.111767	-0.603742	-1.26499	-1.35841	-1.07757	1.28062	-0.769744	1
4847	1.87911	0.19709	0.456824	-0.656336	-1.4567	-0.111203	-0.862835	1.61126	0.560268	2.40098	0.392736	0.989892	-0.207956	-0.234796	-0.380762	-0.797669	9
4848	1.87911	-1.28673	0.228306	-1.11462	-1.4567	0.217536	-0.928024	1.80696	0.263359	2.36456	0.311941	1.06263	0.765505	-0.1144	0.799057	-0.797669	9
4849	-0.191594	-0.218379	1.14238	0.769429	1.4064	1.27681	0.212782	1.38294	-0.449223	0.871482	0.4466	-0.137551	-0.561942	-0.806679	-1.12718	-0.797669	5
4850	-1.12191	0.790618	1.02812	0.871269	1.4064	0.254063	1.19061	-0.28049	0.441505	-1.24068	-0.199764	-1.30136	-1.57965	-0.144499	0.967603	0.0959092	7
4851	-0.521706	0.19709	0.685343	0.871269	1.09146	0.509749	-0.276135	0.404453	0.29305	0.543732	1.0391	-0.392135	0.190278	-1.01737	-1.12718	-0.797669	3
4852	-0.851818	0.315796	0.228306	0.871269	0.661997	0.327116	0.343159	-0.084792	-0.835204	-0.585183	-1.65408	-1.30136	-0.252204	-1.01737	1.28062	-0.769744	2
4853	1.36894	0.909323	0.037873	-0.503576	-1.14175	-0.841734	-1.61251	-1.19375	0.0555229	-1.24068	1.0391	-0.392135	-0.517694	-0.234796	-1.12718	-0.602198	6
4854	-0.521706	-0.515143	0.532997	0.871269	1.06283	0.619328	0.310565	0.273988	-1.10242	-0.221017	-1.65408	-0.61035	0.190278	-0.44549	1.28062	-0.797669	2
4855	-0.611737	0.909323	-1.52367	-0.401735	-1.42806	-0.586048	0.506132	0.0456733	1.27285	0.980732	0.715918	0.66257	1.51772	-0.264895	1.13615	-0.797669	4
4856	0.888772	0.909323	1.02812	0.107466	1.4064	0.217536	0.506132	0.404453	-0.716441	0.288816	-1.65408	-0.283028	-2.42037	-0.656183	-1.12718	-0.797669	1
4857	-0.971859	-0.218379	-1.48559	-1.42014	-0.626397	-1.57227	-1.54732	-1.45468	-1.69624	0.361649	-1.22317	1.60817	0.101782	1.78184	1.28062	1.99476	5
4858	0.258558	0.434501	1.40899	0.871269	1.4064	1.16723	0.147593	1.48079	-0.211695	0.762232	0.527396	-0.101182	-0.60619	-0.716381	-1.12718	-0.797669	5
4859	1.78908	0.315796	1.02812	0.871269	-0.71229	0.217536	-1.6777	-0.182641	-1.57748	-1.02218	0.338873	-1.30136	2.00445	-0.294994	-0.477073	-0.295031	6
4860	-0.731777	-0.930612	1.44707	0.871269	1.4064	0.290589	0.245376	-0.28049	-1.36964	-1.24068	0.688987	-0.901303	1.42923	0.276888	-1.12718	1.12911	8
4861	-0.0415433	-1.16802	0.342565	0.871269	0.633366	0.217536	0.212782	-0.378339	-0.894586	-1.20427	-1.65408	-1.26499	-0.207956	-0.896976	1.28062	-0.797669	2
4862	0.618681	0.909323	-0.876203	0.00562609	-1.4567	-0.87826	-1.091	-1.45468	0.530577	-1.0586	1.0391	0.335247	1.51772	1.54105	-0.308528	1.65967	0
4863	0.018477	-0.574496	0.837689	0.871269	0.146639	0.400169	-0.765052	0.176139	-1.69624	-0.366683	-1.54636	-1.30136	-0.11946	-1.04747	1.28062	-0.630123	2
4864	-0.161584	0.909323	-1.06664	0.514828	-1.4567	-0.695628	-0.960618	-1.32421	0.441505	-1.24068	1.0391	0.0806634	1.34073	1.39055	-0.308528	1.77137	0
4865	0.168528	0.84997	-0.723857	-0.860017	0.261163	-1.207	-0.634674	-1.45468	-1.69624	-0.330267	-1.38477	1.42632	-0.163708	1.93234	1.28062	1.49212	5
4866	-1.12191	-1.10867	1.44707	0.311147	1.4064	1.27681	1.19061	0.991547	0.61965	0.616565	0.285009	-0.355766	0.0575333	-0.987273	0.5342	-0.797669	1
4867	0.0784974	-0.159026	-1.52367	-1.77658	-1.22765	-2.37585	0.440943	-1.2916	1.27285	0.398066	1.01217	2.08097	-0.429197	1.93234	-1.00679	0.989487	0
4868	-0.461686	-0.159026	-0.876203	-1.87842	-0.254195	-2.01058	-1.6451	-1.45468	-1.69624	0.288816	-1.27704	1.68091	0.0575333	1.75174	1.28062	1.99476	5
4869	-0.551716	-0.159026	-1.4475	-0.860017	-1.4567	-1.53574	-0.60208	-1.45468	0.61965	-0.73085	1.0391	0.517093	0.986746	1.51095	-0.332606	1.99476	0
4870	0.408609	0.909323	-0.571511	-0.452655	-1.4567	-0.659101	0.180187	-0.084792	1.27285	0.434482	0.500464	1.31721	0.677008	-0.0241026	0.221187	-0.797669	4
4871	-0.401665	0.375148	1.59942	0.871269	1.06283	1.09417	-0.60208	1.21986	-0.182004	0.616565	1.0391	-0.137551	-0.0752113	-0.957174	-1.12718	-0.797669	5
4872	-0.311635	0.612559	-1.52367	-1.0637	0.232532	-0.659101	-0.308729	-1.45468	-1.66655	-1.09502	-1.51942	0.66257	-1.04867	1.78184	1.28062	1.99476	5
4873	-0.461686	0.137737	-0.571511	-1.42014	0.74789	-0.805207	0.0498094	-1.45468	-1.36964	-0.585183	-1.65408	1.20811	-0.738935	1.66145	1.28062	1.99476	5
4874	0.918782	0.909323	-1.10472	0.311147	0.232532	-0.732154	0.310565	-1.45468	-1.69624	-0.6216	0.096486	0.698939	2.00445	1.93234	-0.693775	1.93891	8
4875	0.55866	0.909323	-0.876203	-0.605416	-1.4567	-1.24353	-0.765052	-1.45468	0.679032	-0.658016	1.0391	0.735308	1.11949	1.72164	-0.452996	1.68759	0
4876	0.0484872	0.375148	0.990035	0.871269	0.118008	0.07143	-0.667268	-0.182641	-1.69624	-0.548766	-0.792265	-0.755827	0.500015	-1.07757	1.28062	-0.769744	2
4877	-0.461686	0.315796	-1.33324	-1.42014	0.490211	-0.476468	0.799482	-1.16113	-1.57748	-1.24068	-1.65408	0.262509	-1.66815	1.54105	1.28062	1.99476	5
4878	-0.191594	-1.28673	1.10429	-0.198055	1.4064	1.27681	1.15802	1.31771	0.203977	1.01715	-0.496015	0.153402	-1.49115	-0.565886	-1.12718	-0.797669	1
4879	1.48898	-0.989965	-0.228732	-1.16554	-1.4567	0.875014	0.245376	1.80696	0.61965	1.08998	1.0391	-0.283028	1.20799	-1.07757	-1.05494	-0.574274	9
4880	-0.581727	-1.22738	0.0759595	0.871269	1.29188	0.765435	0.245376	0.371837	0.61965	0.507315	1.0391	-0.792196	-0.60619	-1.07757	-1.12718	-0.239182	3
4881	-0.491696	-1.10867	0.380652	0.871269	0.891045	0.290589	0.473537	-0.410955	-0.983659	-0.985766	-1.65408	-0.537612	-0.207956	-0.716381	1.28062	-0.797669	2
4882	-1.12191	-1.99896	-0.571511	-0.452655	-0.0537776	1.27681	-0.0805684	1.18725	-0.152314	0.725815	-0.145901	-0.283028	0.588512	-1.01737	1.28062	-0.797669	1
4883	1.39895	0.493854	-0.533424	0.871269	-1.4567	0.217536	0.408348	0.632767	1.27285	2.03681	0.74285	1.02626	1.07524	-0.144499	0.750901	-0.797669	9
4884	1.8491	-0.218379	0.494911	0.871269	-1.4567	0.655855	-0.0479739	0.730616	1.27285	1.59981	1.01217	-0.0648132	0.63276	-1.07757	-0.934554	-0.74182	9
4885	0.768732	0.909323	-0.723857	-0.0962143	-1.4567	-0.512995	-1.44954	-0.834968	-0.0335499	-1.24068	1.0391	-0.683089	-0.0309631	-0.0843007	-1.12718	-0.267107	6
4886	0.228548	0.0190318	1.52325	0.871269	0.719259	0.254063	0.212782	0.437069	1.27285	0.361649	0.688987	-0.828565	-0.694686	-1.07757	-1.12718	-0.35088	3
4887	-0.881828	-0.871259	0.114046	-1.67474	-0.196933	-1.82795	-1.35175	-1.45468	-1.69624	0.106733	-1.3309	1.17174	0.0132851	1.51095	1.28062	1.99476	5
4888	-0.731777	0.493854	-0.914289	0.871269	-1.4567	-0.184256	0.0824038	-0.084792	1.27285	0.325232	0.74285	1.5718	0.190278	0.156492	-0.0436706	-0.797669	4
4889	1.60902	0.315796	0.72343	-0.961857	-0.0251467	-1.79142	-1.6777	-1.45468	-1.07273	0.361649	0.87751	1.35358	2.00445	1.93234	-0.862321	1.77137	8
4890	0.108508	0.375148	-0.952376	-1.21646	-0.740921	-2.15669	0.603915	-1.45468	1.27285	0.179566	0.4466	1.79001	-1.00442	1.93234	-1.12718	1.10118	0
4891	0.648691	-0.45579	-0.952376	-1.01278	1.06283	-1.24353	-0.145757	-1.45468	-1.28057	-0.29385	0.123418	0.953523	2.00445	1.93234	-1.12718	1.96684	8
4892	-0.641747	0.137737	0.494911	0.871269	0.891045	0.619328	-0.373918	0.371837	0.530577	0.580149	1.0391	-0.573981	0.0575333	-1.07757	-1.12718	-0.685971	3
4893	-0.311635	-2.05831	1.48516	-0.758177	1.4064	1.27681	-0.178352	1.31771	-0.449223	0.288816	-0.28056	-1.26499	-2.42037	-1.07757	-0.28445	0.123834	8
4894	-1.12191	-0.871259	-1.29515	0.769429	-0.139671	1.27681	0.799482	1.05678	-0.211695	0.434482	-1.00772	-0.683089	0.14603	-1.07757	1.28062	-0.769744	2
4895	-1.12191	0.731265	0.837689	0.871269	0.833783	0.400169	0.571321	-0.215257	0.144596	-1.24068	-1.27704	-0.646719	-2.28762	0.0962938	1.28062	0.263455	7
4896	-0.521706	0.909323	-1.37133	0.158387	-1.4567	0.0349035	-1.61251	0.0456733	-0.597677	-0.1846	1.0391	0.0806634	0.765505	-0.475589	0.558278	-0.797669	4
4897	0.918782	0.909323	-0.304905	0.616668	-1.4567	-0.147729	-0.536891	-0.345723	1.24316	-0.221017	1.0391	1.099	0.367271	-0.0241026	-0.332606	-0.797669	4
4898	0.0484872	0.909323	-1.52367	-0.147134	-1.39943	-0.586048	0.506132	-0.150025	1.27285	1.08998	-0.0381732	0.989892	-1.04867	-0.1144	-0.790087	-0.797669	4
4899	0.198538	0.256443	2.17072	0.871269	0.719259	1.02112	-0.504296	0.730616	0.916559	0.944315	1.0391	-0.246659	0.101782	-0.896976	-1.12718	-0.797669	5
4900	0.378599	-0.633848	0.951949	0.871269	0.547473	-0.111203	-0.373918	-0.63927	-1.69624	-1.24068	-1.54636	-1.19226	-0.11946	-0.927075	1.28062	-0.574274	2
4901	-1.12191	-1.04932	-1.21898	-3.15142	-0.168302	-2.37585	1.09283	-1.12851	1.27285	0.616565	0.365804	1.93549	-0.827431	1.93234	-0.958632	1.18496	0
4902	-0.251615	-0.515143	0.456824	0.871269	1.4064	1.1307	1.12543	0.828466	0.025832	0.434482	-0.172832	-0.246659	-0.163708	-0.927075	-1.12718	-0.797669	3
4903	0.46863	-1.64285	2.28498	-0.147134	0.46158	1.27681	-1.6777	1.38294	-1.25088	1.16281	0.608191	0.808046	0.986746	-0.204697	0.0526412	-0.797669	9
4904	-0.341645	0.375148	-0.80003	-2.23486	-0.0537776	-2.37585	1.32099	-0.867584	1.27285	1.30848	0.0156905	2.33555	-1.66815	1.57115	-1.12718	0.375152	0
4905	-1.12191	-0.218379	-0.457251	0.871269	-0.196933	-0.0381496	-0.276135	-0.671886	-0.597677	-1.24068	-1.51942	-0.246659	-0.163708	0.126393	1.28062	0.514774	7
4906	-0.461686	0.84997	-1.52367	-1.47106	-0.0251467	-0.366889	0.147593	-1.45468	-1.28057	-1.16785	-1.06158	1.099	-0.296452	1.93234	1.28062	1.88306	5
4907	1.87911	0.909323	1.14238	-0.0962143	-0.368718	-0.330362	-1.22137	-0.574037	-0.746132	-1.24068	0.662055	-1.04678	-0.0752113	-0.415391	-1.12718	-0.35088	6
4908	-0.371655	0.19709	-0.0383	-1.11462	1.17735	-1.49921	-0.797646	-1.45468	-1.25088	-0.0389338	0.419668	1.17174	2.00445	1.93234	-1.12718	1.65967	8
4909	-1.12191	-1.40543	-0.190646	-0.0452941	1.26325	1.27681	1.58175	1.48079	0.382123	1.23565	-0.442151	0.371617	-1.44691	-0.385291	-0.838243	-0.797669	1
4910	-0.671757	0.909323	-1.29515	0.00562609	-1.4567	-0.0746762	-1.18878	-0.0195594	0.025832	0.361649	0.285009	0.0442943	0.854001	-0.565886	1.28062	-0.797669	4
4911	-1.12191	-2.47378	-0.266819	-1.11462	0.518842	0.509749	1.58175	1.80696	1.06501	1.63623	0.581259	0.626201	1.03099	-0.294994	0.65459	-0.797669	1
4912	0.678701	0.256443	1.10429	0.871269	1.4064	0.838488	0.571321	0.763233	-0.271077	0.470899	0.392736	-0.246659	-0.650438	-0.686282	-1.12718	-0.797669	3
4913	-0.461686	0.375148	-1.14281	-1.5729	0.347056	-0.914787	0.0498094	-1.45468	-1.69624	-0.694433	-1.35783	0.953523	-0.561942	1.87214	1.28062	1.99476	5
4914	-1.12191	0.137737	0.913862	0.871269	1.4064	0.582802	0.734293	0.110906	-0.478914	-0.658016	-1.57329	-1.30136	-2.02213	-0.264895	0.750901	0.207606	7
4915	1.45897	-0.396437	0.494911	0.871269	-0.540504	0.144483	0.147593	-0.410955	-0.627368	-1.24068	-1.65408	-0.646719	-0.252204	0.367185	1.28062	1.3525	8
4916	-0.401665	0.0783846	-1.40941	-1.0637	-0.0537776	-1.207	-0.308729	-1.45468	-1.69624	-0.548766	-1.4117	0.917154	-0.783183	1.75174	1.28062	1.99476	5
4917	0.58867	0.434501	-0.838116	-0.554496	-0.254195	-1.28005	-1.44954	-1.45468	-1.69624	0.179566	-0.307492	1.20811	2.00445	1.90224	-0.0918265	1.99476	8
4918	-1.12191	0.315796	0.266392	0.871269	1.00557	0.655855	0.473537	-0.0521757	-0.0632408	-1.24068	-0.549878	-1.19226	-0.650438	0.0962938	1.28062	0.207606	7
4919	1.21888	-1.34608	0.761516	0.871269	-1.11312	-0.00162308	1.38618	-0.410955	1.27285	-1.24068	-1.65408	-0.792196	0.234526	0.517681	0.606434	1.52005	8
4920	0.858762	0.0783846	-0.381078	0.871269	-0.168302	0.473222	0.603915	1.41556	1.18378	0.580149	1.0391	-1.01041	-0.207956	-1.07757	-1.12718	-0.35088	9
4921	-1.12191	-2.71119	-0.723857	-1.3183	0.347056	0.473222	1.58175	1.80696	1.0947	1.74548	0.4466	0.66257	0.455767	-0.264895	0.245265	-0.797669	1
4922	-0.641747	-1.04932	-0.190646	0.871269	-0.0251467	0.18101	-0.504296	-0.345723	-1.25088	-1.24068	-1.65408	-0.537612	-0.296452	-0.475589	1.28062	-0.54635	2
4923	1.15886	0.909323	-0.114473	-0.350815	-1.22765	-0.549521	-1.6777	-0.769735	-0.478914	-1.24068	1.0391	-1.01041	1.78321	-0.204697	-0.308528	-0.211258	6
4924	-0.461686	-0.337085	1.44707	-1.01278	1.4064	1.27681	-1.02581	1.67649	0.500887	1.52698	1.0391	0.480724	1.42923	-0.896976	-1.12718	-0.797669	9
4925	1.87911	0.19709	0.837689	0.871269	-0.798183	0.728908	-1.6777	0.306604	-1.57748	-0.585183	-0.603742	-1.30136	0.14603	-0.294994	-0.693775	0.0959092	6
4926	1.87911	0.256443	0.875776	0.565748	-1.05586	1.27681	-1.25397	0.665384	0.114905	0.944315	0.4466	-0.573981	-0.871679	-1.07757	-1.12718	-0.462577	5
4927	-1.12191	0.612559	-0.990462	0.871269	0.261163	1.24028	1.58175	1.80696	0.114905	1.89115	-0.496015	0.808046	-0.960176	-0.204697	-0.356684	-0.797669	7
4928	1.87911	0.909323	0.913862	0.514828	-0.42598	0.07143	-1.22137	-0.28049	-1.36964	-1.24068	-0.361355	-1.15589	-0.915927	-0.505688	-1.12718	-0.713896	6
4929	-0.0115331	0.909323	-0.457251	0.00562609	-1.17039	-0.659101	-1.15619	-1.0959	0.263359	-1.24068	1.0391	-0.464874	-0.163708	-0.0241026	-1.12718	-0.15541	6
4930	-0.0415433	0.909323	2.28498	0.820349	0.891045	-0.00162308	0.277971	-0.410955	-0.627368	-1.24068	-1.65408	-0.537612	-1.31416	-0.0843007	1.08799	0.151758	7
4931	0.018477	-1.22738	-1.21898	-0.809097	-1.4567	-1.64532	-0.373918	-1.45468	0.827487	-0.29385	1.0391	1.20811	0.367271	1.93234	-0.621541	1.63175	0
4932	-0.761788	-0.693201	-0.68577	0.871269	0.604735	0.546275	-0.830241	0.306604	-0.0335499	0.470899	1.0391	-0.573981	-0.207956	-1.07757	-1.12718	-0.295031	3
4933	0.138518	-1.04932	1.10429	0.871269	0.805152	-0.220782	-0.145757	-0.737119	-1.63686	-1.24068	-1.65408	-0.719458	-0.207956	-0.355192	1.28062	-0.267107	2
4934	1.87911	0.909323	0.837689	0.769429	-0.655028	0.655855	-0.113163	0.404453	0.61965	0.0338994	0.15035	-0.901303	-1.13717	-0.957174	-1.12718	-0.797669	5
4935	-0.311635	0.612559	-0.0383	-1.0637	0.690628	-1.207	-0.406513	-1.45468	-1.69624	-0.548766	-1.3309	1.06263	-0.429197	1.84204	1.28062	1.99476	5
4936	-1.12191	-0.930612	-0.0763864	0.158387	0.318425	1.27681	0.0172149	0.273988	-0.00385895	-1.0586	1.0391	-1.19226	-0.163708	-0.987273	-0.862321	-0.797669	1
4937	0.918782	0.909323	0.152133	-0.961857	-1.4567	-1.06089	-0.308729	-0.215257	1.27285	0.252399	0.662055	1.35358	0.190278	0.0661947	0.124875	-0.797669	4
4938	-1.12191	0.434501	0.380652	0.871269	0.776521	0.327116	0.310565	-0.247874	-0.419532	-1.24068	-1.00772	-0.355766	-0.473445	0.0360956	1.28062	0.235531	7
4939	-0.281625	-0.752554	0.761516	0.871269	1.06283	0.290589	0.147593	-0.247874	-1.42902	-0.73085	-1.65408	-0.792196	-0.11946	-1.07757	1.28062	-0.658047	2
4940	1.03882	0.909323	-0.68577	0.0565463	-1.4567	-0.403415	-1.51472	-0.769735	-0.211695	-1.24068	1.0391	-0.755827	0.898249	0.186591	-0.621541	0.151758	6
4941	1.87911	-0.337085	1.67559	0.871269	-0.168302	0.801961	1.41878	1.64387	1.24316	1.38131	0.15035	0.153402	-0.960176	-0.776579	-1.12718	-0.797669	9
4942	1.66904	0.909323	0.456824	0.412987	-0.798183	-0.293836	-1.31916	-0.802352	0.0852138	-1.24068	1.0391	-0.246659	-0.60619	-0.174598	-1.12718	-0.797669	6
4943	0.49864	0.909323	-0.304905	-0.809097	-1.4567	-1.02437	-0.765052	-0.313106	1.27285	0.106733	0.365804	0.953523	0.323023	-0.204697	0.5342	-0.797669	4
4944	-0.611737	0.909323	1.48516	0.463908	1.4064	0.400169	0.669104	-0.0195594	-0.241386	-0.876516	-1.00772	-1.30136	-2.42037	-0.144499	0.582356	0.123834	7
4945	-0.0715535	0.493854	-1.4475	-0.707256	-1.4567	-1.42616	-0.504296	-1.45468	0.649341	-1.16785	1.0391	0.117033	1.16374	1.24006	-0.115904	1.99476	0
