	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	estado
542	0.64579	1.88769	0.03425	-1.51784	-1.28934	0.35184	1.16484	0.63726	-0.08334	1.39076	-0.58433	-0.98584	0.51507	-0.60743	-1.43105	0.10786	-1.07882	0.54972	-0.72225	-1.65163	0.11963	-0.96198	0.58899	-0.62878	-1.30857	ac
543	0.55092	0.43602	0.54746	-0.45481	-0.49714	0.65569	0.31675	-0.73328	-0.18356	0.20874	-0.24840	-0.17255	0.56169	-0.40385	0.35486	0.39316	-0.56598	0.59244	-0.59962	0.04354	0.26093	-0.45593	0.59914	-0.51460	0.12385	v/at
544	0.38285	0.18150	-0.16320	-0.89480	-0.51863	0.96337	0.78744	-0.20498	0.09011	0.07611	-0.67460	-0.51626	0.57873	-0.51966	-0.09910	-0.01894	-0.83040	0.58504	-0.68659	-0.49043	-0.17876	-0.73919	0.63908	-0.60336	-0.43630	v/at
545	-0.04876	-0.68454	1.28555	1.23826	0.59627	0.01698	-1.02641	-1.08251	-0.87278	-0.71938	-0.53371	0.56732	0.23592	0.06907	0.96660	-0.32921	0.24223	0.27657	-0.10448	0.76436	-0.43448	0.40638	0.10122	0.00905	0.86818	v/at
546	0.20938	-0.57515	1.25263	1.02590	0.33294	-0.50215	-0.92870	-0.87942	-0.46712	-0.14928	-0.16596	0.95793	-0.43188	0.51044	1.13047	0.15479	0.54380	-0.42982	0.28131	0.91053	-0.00667	0.76636	-0.54961	0.47739	1.01975	v/at
547	1.51257	1.11046	-0.17877	0.55749	0.42728	-1.48821	-1.80827	-0.05454	-0.20598	1.24320	-0.00832	1.59535	-0.83073	1.18242	1.36636	-0.41706	1.56857	-0.51817	1.26750	1.31086	-0.31080	1.69095	-0.85594	1.36433	1.37915	v/at
548	0.96398	2.14045	-0.42824	-0.96664	-1.88810	-0.25519	1.50418	1.03541	-0.00903	1.74532	-0.66712	-1.08519	0.59809	-0.66353	-1.84033	-0.02519	-1.15183	0.63317	-0.77112	-2.02879	0.05327	-1.06579	0.68185	-0.68903	-1.78519	ac
549	-1.67381	-0.85606	-2.04252	-1.52015	-1.14994	1.05094	1.40250	2.08099	2.55944	-0.51397	2.22288	-1.03173	0.55005	-0.65387	-1.57232	1.70585	-1.07070	0.61174	-0.75226	-1.59470	1.60120	-1.00322	0.61932	-0.67233	-1.47213	v/at
550	-1.85520	-2.28567	-0.07889	1.14794	2.32420	0.74256	-0.25700	-1.27152	-0.92748	-2.31546	0.65771	-0.72847	0.55934	-0.61610	-0.32700	0.94592	-0.65411	0.63576	-0.66517	-0.09838	0.69123	-0.71037	0.60726	-0.63128	-0.30970	v/at
551	-2.13255	-1.78680	-2.23444	-1.42646	-0.45095	1.54032	1.40019	1.61771	2.65653	-1.46809	2.01380	-1.03280	0.54646	-0.65305	-1.66292	1.69211	-1.04481	0.57690	-0.74208	-1.73024	1.61308	-0.99744	0.59664	-0.66715	-1.75007	v/at
552	-1.57454	-2.51936	-0.17692	0.33047	2.05257	1.63833	0.16911	-1.58140	-0.91426	-2.05172	0.64480	-0.80430	0.59781	-0.63006	-0.52106	1.06199	-0.74451	0.71018	-0.69220	-0.30476	0.77755	-0.80634	0.66508	-0.65430	-0.54992	v/at
553	-0.29001	-0.18218	-0.42141	0.20662	1.53367	-0.63857	-0.93256	-0.20276	-0.20798	-0.19776	1.15959	-0.23766	0.27798	-0.37241	0.30793	0.80556	0.13703	0.29494	-0.11109	0.53503	0.95371	-0.15846	0.28185	-0.33044	0.38504	v/at
554	0.08248	0.22633	-0.67938	-0.42905	0.39807	-0.45425	-0.69787	0.45698	0.29553	0.81135	0.72488	0.16101	0.08496	-0.12916	0.66781	0.16607	0.22199	0.49129	-0.00332	0.63613	0.23413	0.26429	0.09765	-0.05756	0.74598	v/at
555	0.29479	0.48537	-0.18966	0.54266	1.33527	-0.73316	-1.40868	-0.51457	-0.64342	0.15422	0.59598	0.18760	0.02676	-0.03407	0.71383	0.06999	0.28413	0.18980	0.00795	0.79586	0.40864	0.19458	0.16127	-0.10403	0.74158	v/at
556	-1.39504	-1.86383	-0.59175	-0.09211	2.13485	1.50706	-0.07982	-1.32058	-0.84919	-1.52014	0.59582	-0.77145	0.60028	-0.62923	-0.46110	1.23524	-0.73857	0.67245	-0.69875	-0.32538	0.83811	-0.79900	0.65939	-0.65592	-0.54067	v/at
557	0.33357	0.46229	0.01247	-0.78356	0.49321	1.16528	0.21223	-1.01904	-0.73761	-0.15308	1.09007	-0.75825	0.63219	-0.61923	-0.43497	1.67512	-0.83165	0.65684	-0.71469	-0.49132	1.47372	-0.76357	0.69904	-0.64437	-0.44712	v/at
558	0.16419	0.59308	-0.14757	0.14275	0.99934	-0.96739	-0.95610	0.44880	-0.28703	0.18625	0.49346	-0.02069	0.19617	-0.20535	0.56584	-0.35471	0.29026	0.44272	0.01174	0.67078	0.08794	0.14604	0.15064	-0.10248	0.66029	v/at
559	-0.01953	0.96262	-1.74709	-1.17992	0.15749	-0.43212	-0.27368	1.19663	0.88902	1.16544	0.79507	-0.62622	0.50759	-0.49918	-0.44138	-0.25941	-0.56218	0.53375	-0.51610	-0.41955	0.10734	-0.57676	0.57918	-0.50654	-0.36921	v/at
560	-0.66665	0.38617	-0.45078	-1.00646	-0.83959	0.70476	1.20371	0.27029	0.44849	0.51247	0.95630	-1.06560	0.58967	-0.66421	-1.64446	1.62717	-1.13505	0.62645	-0.77116	-1.79716	1.32752	-1.06642	0.67241	-0.69118	-1.72241	ac
561	-1.18361	-1.47084	-0.22135	0.16483	1.22324	1.26197	0.25095	-0.95757	-0.57468	-1.46106	1.16057	-0.68396	0.43448	-0.54151	-0.27561	1.07273	-0.52345	0.48808	-0.52541	0.02406	1.06241	-0.65387	0.51623	-0.54586	-0.27045	v/at
562	-0.56719	-1.23843	0.59888	1.25446	1.23696	-0.20327	-0.73164	-1.03564	-0.55538	-1.16998	-0.87431	0.30965	-0.08753	-0.04574	0.78738	-0.63088	0.43951	-0.35466	0.13691	0.85802	-0.79006	0.36972	-0.22428	0.03547	0.79080	v/at
563	0.23105	0.09492	0.28651	0.71297	0.58767	-0.67351	-1.06060	-0.47873	-0.04797	-0.13745	-0.21002	0.72636	-0.43727	0.33411	0.99913	-0.03569	0.88431	-0.87692	0.67785	1.01155	-0.14251	0.78407	-0.64513	0.47642	0.99496	v/at
564	-0.75293	-1.26618	0.91618	1.20049	0.89761	0.22478	-0.42435	-1.23580	-0.68499	-1.23398	-0.73798	-0.01885	0.19349	-0.29004	0.57527	-0.22725	-0.11101	0.07939	-0.30898	0.51623	-0.39802	-0.05471	0.16635	-0.28123	0.51411	v/at
565	-0.30203	-0.39183	-0.16875	-0.01671	2.44137	1.23339	-1.18225	-2.02341	-1.18910	-1.30032	-0.31700	0.33045	0.00858	0.02781	0.68329	0.36885	0.17527	-0.51496	0.19585	0.48694	0.11860	0.21622	-0.13165	0.03681	0.59176	v/at
566	-0.25234	-0.43652	0.43520	1.03918	0.82192	-0.68090	-0.94038	-0.26126	-0.28302	-0.58084	-0.68603	0.51154	-0.38138	0.15393	0.85186	-0.49496	0.79775	-0.82791	0.50367	0.94412	-0.71451	0.60959	-0.56029	0.27231	0.86158	v/at
567	0.41106	0.19169	0.34410	-0.91229	-0.92558	0.41125	1.14313	0.11135	0.06754	0.63978	-0.77743	-0.77191	0.58501	-0.58500	-0.60738	0.12622	-0.92572	0.56906	-0.70327	-0.83145	-0.13740	-0.83214	0.62095	-0.62552	-0.73283	ac
568	0.60545	-0.05575	1.38165	0.39712	-0.42212	0.18853	-0.33883	-0.95044	-0.72156	0.38488	-0.38191	-0.21296	0.51245	-0.39045	0.38770	0.31562	-0.42645	0.54629	-0.52549	0.24013	0.10693	-0.29873	0.54151	-0.44271	0.32379	v/at
569	1.31934	0.77863	0.34991	0.51557	-0.05986	-1.13375	-1.34797	-0.16819	-0.18521	1.12726	0.07084	1.16990	-0.91382	0.86789	1.15326	0.08325	1.33179	-1.37614	1.20763	1.10755	-0.07628	1.27720	-1.21093	1.07961	1.16866	v/at
570	0.50680	0.99259	0.10043	-1.00042	-0.96134	0.39806	0.94354	0.09159	0.00495	0.87271	-0.45072	-0.72590	0.55744	-0.56972	-0.42477	0.43876	-0.87676	0.53879	-0.68894	-0.58766	0.24857	-0.78331	0.59385	-0.60524	-0.55940	v/at
571	-0.80961	-0.67760	-0.81124	-0.27816	2.38596	0.75477	-0.84900	-0.92996	-0.44157	-1.28281	-0.10602	0.15610	0.13692	-0.12187	0.33243	0.83886	0.02356	-0.37253	0.06721	0.06913	0.35105	-0.03712	-0.15227	-0.06468	0.19194	v/at
572	0.15209	-0.34341	1.47212	1.03177	0.61872	-0.57864	-1.10784	-0.71683	-0.67798	-0.38350	-0.05294	0.36406	0.01015	0.05489	0.81784	0.49175	0.07367	-0.02895	-0.10230	0.64629	0.32819	0.26976	-0.11554	0.04460	0.73915	v/at
573	0.08686	0.15324	0.58669	0.77277	0.59615	-0.83627	-0.90371	-0.72160	-0.41077	0.24586	-0.08040	0.38179	-0.15194	0.07210	0.80498	-0.01138	0.62727	-0.25795	0.32987	0.97218	-0.04728	0.56344	-0.29642	0.26468	0.90725	v/at
574	0.91702	0.68875	0.45927	0.51758	0.42419	-0.95823	-1.36384	-0.48202	-0.33300	0.68896	0.10947	0.88650	-0.59076	0.57214	1.06640	-0.00334	1.02233	-0.72664	0.83902	1.12124	0.01239	1.11189	-0.85902	0.89713	1.14019	v/at
575	0.96903	1.19899	-0.34956	-1.47480	-1.44444	-0.10133	1.11760	1.03088	0.46018	1.69087	-0.03429	-0.72715	0.49112	-0.52051	-0.63562	0.75256	-0.95765	0.51460	-0.68024	-0.98357	0.56292	-0.85076	0.53990	-0.57466	-0.81726	ac
576	0.97211	0.84819	0.31386	0.88812	0.29835	-1.37650	-1.51301	-0.22239	-0.28730	0.80321	0.06597	1.27388	-0.80318	0.85722	1.22365	-0.20258	1.26438	-0.75272	0.93616	1.18200	-0.27841	1.30648	-0.89370	0.97424	1.24281	v/at
577	0.46044	0.12909	0.33462	0.78241	0.80098	-0.95504	-1.25679	-0.17710	-0.31906	-0.03515	0.03579	0.99837	-0.64934	0.57851	1.09839	-0.25299	1.15758	-0.77560	0.82179	1.12077	-0.27848	1.12597	-0.81163	0.73831	1.14419	v/at
578	0.79587	0.33338	0.57335	0.30706	0.22045	0.02199	-0.79939	-0.88125	-0.75678	0.41094	0.22008	0.42006	0.13252	0.15981	0.79365	0.75593	0.01283	0.15107	-0.09432	0.55917	0.65055	0.22687	0.03681	0.07770	0.65998	v/at
579	1.19352	0.75618	1.03938	-0.48923	-0.18867	0.25093	-0.10131	-1.04269	-0.80333	0.85210	0.15501	0.10013	0.35333	0.00144	0.52983	0.77693	-0.29387	0.37956	-0.28795	0.26756	0.71906	-0.04484	0.14545	0.00172	0.39492	v/at
580	0.69485	1.13299	-0.30468	0.18652	1.22219	-1.24757	-1.74305	0.15927	-0.29157	0.61706	0.49766	0.65278	-0.42809	0.36135	0.95469	0.25003	0.87951	-0.60038	0.59441	1.03340	0.25409	0.82294	-0.59190	0.55776	1.02945	v/at
581	0.33704	0.51804	0.31868	-0.50582	-0.60204	0.46730	0.70795	-0.43320	-0.18087	0.38183	0.12663	-0.41074	0.52293	-0.44720	0.10976	0.72610	-0.71240	0.56082	-0.62938	-0.21386	0.64026	-0.57953	0.54628	-0.51332	-0.14340	v/at
582	1.02383	0.44124	0.33731	0.98993	0.24573	-1.26665	-1.24444	-0.31797	-0.34235	0.63011	0.21613	1.24552	-0.67306	0.83308	1.21629	-0.34079	1.23507	-0.28317	0.88585	1.24709	-0.12676	1.38135	-0.63388	0.96808	1.27056	v/at
583	0.10505	-0.73513	1.58123	0.94861	0.16316	0.21482	-0.44728	-1.19259	-0.79919	-0.61422	0.18022	0.34731	0.13159	-0.00070	0.82203	0.64658	0.15568	-0.37042	0.23724	0.66742	0.57252	0.32929	-0.36626	0.32683	0.73915	v/at
584	0.27392	0.03225	0.45512	0.73080	0.68494	-0.41958	-0.86645	-0.77033	-0.69323	0.01480	-0.05294	0.65354	-0.35327	0.45633	0.97359	-0.27790	0.69403	-0.33023	0.52825	1.04892	-0.11254	0.79089	-0.48562	0.60943	1.02918	v/at
585	-0.34874	-0.46294	-0.19280	0.45465	1.87102	-0.11508	-1.43055	-0.90926	-0.66201	-0.41899	0.15209	0.42540	-0.01969	0.14913	0.87897	-0.21470	0.77565	0.12866	0.28257	1.02592	-0.11565	0.61889	-0.00696	0.18954	0.99208	v/at
586	1.15733	0.61515	0.39775	1.06533	0.37396	-1.24626	-1.33717	-0.47880	-0.42907	0.42938	-0.03475	1.43201	-0.66287	0.98372	1.32571	-0.41280	1.52467	-0.46670	1.18427	1.30801	-0.21108	1.59963	-0.80995	1.17454	1.34520	v/at
587	0.67612	0.51328	0.75651	0.67263	0.81954	-1.06695	-1.42567	-0.47289	-0.49072	0.24727	-0.06001	0.98514	-0.43587	0.56514	1.15700	0.08253	1.04249	-0.79012	0.79677	1.12005	0.07268	1.06820	-0.71309	0.73979	1.15205	v/at
588	0.85165	0.51321	0.34355	0.69338	0.03139	-1.12851	-1.29765	-0.05441	0.04915	0.66185	0.24150	0.91860	-0.68097	0.55899	1.05991	0.21468	1.12943	-1.11536	0.97535	1.09356	0.21376	1.09729	-1.00247	0.87260	1.10341	v/at
589	0.87271	0.50947	-0.21990	-0.83041	-1.56544	0.14385	1.28431	0.09615	0.29148	1.46888	-0.20254	-0.44069	0.60849	-0.28802	-0.87444	0.60590	-0.62782	0.39585	-0.28669	-1.11244	0.60497	-0.65393	0.27247	-0.27121	-0.98518	ac
590	0.16453	0.26091	0.03685	-1.00149	-0.18842	0.75299	1.21656	0.10873	-0.35275	-0.05588	-1.11823	-1.02772	0.61826	-0.65613	-1.49403	-0.49124	-1.13029	0.64518	-0.76813	-1.86417	-0.38338	-1.06055	0.68726	-0.68825	-1.76328	ac
591	0.50584	1.15769	0.41438	-1.12646	-1.04350	0.86485	0.92239	0.02777	-0.36280	0.78587	-0.71948	-1.02650	0.62883	-0.65397	-1.48799	-0.09696	-1.11456	0.65628	-0.76552	-1.70631	-0.24029	-1.01256	0.71607	-0.68029	-1.43346	ac
592	0.50002	1.63338	-0.29352	-1.10324	-1.45608	-0.34511	0.10162	1.32838	0.62474	1.88568	-0.23195	-0.62839	0.69545	-0.58238	-0.87607	0.48509	-0.90743	0.68168	-0.73229	-1.16104	0.37460	-0.87547	0.66640	-0.64358	-0.98904	ac
593	-0.06830	1.26493	-0.15357	-1.60144	-1.78300	0.03906	2.11285	1.65780	0.51041	1.26159	-0.94988	-1.11846	0.59518	-0.66584	-2.24326	-0.04193	-1.17708	0.63454	-0.77269	-2.47419	-0.24665	-1.10918	0.68082	-0.69286	-2.27829	ac
594	0.89380	1.09070	-0.52647	-1.11628	-1.68085	-0.04720	2.02539	0.91357	0.27884	1.22991	-1.28218	-1.04572	0.56537	-0.64744	-1.63616	-0.46561	-1.11171	0.58454	-0.75265	-1.87994	-0.56666	-0.98540	0.58880	-0.65581	-1.51982	ac
595	0.77560	2.31264	-0.03360	-1.13059	-1.50995	-0.18596	0.92072	1.49852	0.23983	1.02695	-0.60795	-0.33553	0.89096	-0.45491	-0.56699	0.36285	-0.64166	0.89401	-0.63526	-0.85513	0.09284	-0.73038	0.68590	-0.56730	-0.70903	ac
596	0.58348	3.64760	0.53034	-1.27040	-0.75835	-0.13866	1.94965	0.47694	-0.55228	0.05228	-0.64596	-1.00092	0.64844	-0.65018	-1.46092	0.13787	-1.10623	0.66731	-0.76532	-1.72837	0.21576	-1.06292	0.69081	-0.69030	-1.76543	ac
597	0.43986	-0.19329	0.32421	0.97990	0.14046	-1.33168	-1.23720	0.13823	0.29516	0.36386	0.01038	1.33460	-2.03247	1.52974	0.97391	0.12484	1.37360	-2.07449	1.49245	0.89858	0.08559	1.04547	-1.58766	1.07772	0.88493	v/at
598	-0.05491	-1.05234	1.28716	1.22171	0.59890	-0.39516	-0.60706	-0.71153	-0.64054	-0.82121	0.89087	0.85532	-1.51129	1.19093	0.88430	0.33944	0.72241	-0.60407	0.59813	0.97082	0.70435	0.65446	-0.86635	0.64700	0.87379	v/at
599	0.28478	-0.46023	1.10682	1.11694	-0.00416	-0.72666	-0.71274	-0.33548	-0.31878	-0.13042	1.07639	0.73862	-1.41189	0.97725	0.76969	0.92870	0.53544	-1.10293	0.64948	0.79233	1.02954	0.61044	-1.17343	0.79087	0.74899	v/at
600	1.07587	0.67604	1.18609	0.39961	-0.92629	-1.26305	0.13588	-0.37967	-0.25189	1.40792	0.65023	-0.27069	-0.18841	-0.19491	-0.01287	1.13886	-0.41295	-0.18681	-0.34018	-0.02126	0.99467	-0.30210	-0.11600	-0.23785	-0.03472	v/at
601	0.46712	1.29087	0.01728	-0.71390	-1.56252	-0.60039	0.85951	1.17921	0.30654	1.65029	1.13290	-1.06999	0.56937	-0.65794	-1.77279	1.49473	-1.10759	0.61193	-0.76494	-1.59351	1.42786	-1.04444	0.65046	-0.68266	-1.64701	ac
602	-1.46771	-0.50040	-2.33047	-1.67908	-1.19959	0.53232	1.04513	2.34620	3.09913	-0.08545	1.78909	-0.91582	0.44065	-0.58081	-1.18302	1.31757	-0.29042	0.60252	-0.56059	-0.47525	1.36336	-0.77962	0.49211	-0.57991	-0.64585	hid
603	-1.80546	-1.02675	-2.51636	-1.78066	-1.61443	0.90400	1.30418	2.46489	4.04256	-0.69169	1.83131	-0.90533	0.34401	-0.52342	-1.63959	2.42227	-0.07224	-0.59163	-0.22062	-1.36592	1.89649	-0.67778	0.24121	-0.48172	-1.22423	hid
604	-1.71331	-0.55705	-2.63260	-1.83771	-0.76390	0.41196	0.91824	2.16688	3.66791	-0.46753	0.51467	-0.91143	0.45465	-0.62544	-1.58811	1.50889	-0.54633	-0.11418	-0.50644	-1.44139	0.68694	-0.78539	0.40288	-0.60506	-1.47204	hid
605	-1.69990	-0.54710	-2.56427	-1.81183	-1.60170	0.46627	1.68701	2.51756	3.83750	-0.38918	1.22958	-0.96139	0.46514	-0.62120	-1.82084	2.45065	-0.69020	-0.02719	-0.52899	-1.91710	1.61846	-0.84621	0.40491	-0.59663	-1.73831	hid
606	-2.35670	-1.74051	-2.93437	-1.89638	-2.22395	1.35586	1.93313	2.35365	5.31813	-1.32872	2.12149	-1.04168	0.49325	-0.63403	-2.46430	3.23681	-0.78044	-0.04025	-0.50194	-2.39452	2.34046	-0.95613	0.49470	-0.63408	-2.37238	hid
607	0.45614	0.01309	1.07909	0.98680	-0.23628	-0.54112	-1.00199	-0.02173	-0.26583	-0.09657	-0.96110	1.98891	-1.64737	1.64791	1.34091	-1.04382	2.07710	-1.69793	1.94798	1.20138	-1.11394	1.98204	-1.82451	1.73116	1.28422	v/at
608	0.92917	0.42440	0.90892	0.90814	-0.43927	-0.81723	-1.04530	-0.12393	-0.12967	0.36432	-0.44098	2.52178	-2.59413	2.68539	1.48431	-0.68429	2.23402	-2.35642	2.64349	1.34211	-0.60112	2.43219	-2.82472	2.80288	1.44643	v/at
609	-0.25572	-0.06880	-0.42523	-0.00930	1.67729	1.13318	-0.56261	-1.09383	-1.11647	-1.15598	-1.41467	-0.27619	0.65246	-0.43817	0.32314	-1.84594	-0.25004	0.44860	-0.39600	0.35246	-1.40433	-0.17381	0.47851	-0.37116	0.38666	v/at
610	0.90509	0.27589	1.57157	0.43193	-0.26215	-0.42707	-0.68039	-0.42897	-0.46313	0.22273	-0.30096	0.82869	0.02952	0.36499	1.10837	-0.67043	0.70363	0.33702	0.40427	1.05725	-0.19920	0.70635	0.01214	0.36580	1.05814	v/at
611	0.72121	0.73104	0.94048	0.00288	0.61417	0.07948	-0.20644	-1.07074	-0.94867	-0.24513	-0.59171	0.30206	0.91787	-0.14520	0.79135	-1.23094	0.11815	0.92500	-0.14621	0.72388	-0.41328	0.20641	0.72516	-0.16031	0.76569	v/at
612	0.32579	0.61602	0.24097	-0.88965	-1.20193	0.62762	1.42477	-0.01828	-0.11179	0.72574	-0.49964	-0.81766	0.69111	-0.62350	-0.74188	-0.59632	-0.97962	0.70276	-0.74871	-0.99080	0.10106	-0.90931	0.72646	-0.66791	-0.92850	ac
613	0.71010	-0.14808	1.76825	1.53730	-0.29415	-0.91809	-0.98317	-0.80654	-0.56740	0.02909	-0.13148	2.67506	-1.97321	2.67951	1.57793	-0.41286	2.21167	-1.79258	2.45655	1.44079	-0.13491	2.46697	-2.31742	2.63436	1.45375	v/at
614	1.62035	1.96165	0.79432	-0.35737	-0.40890	-0.15349	-0.45521	-0.81015	-0.68083	1.03995	-0.28354	0.44134	0.52309	0.06571	0.85876	-0.51140	0.32427	0.70154	0.06385	0.79403	-0.02836	0.35561	0.47576	0.03880	0.78536	v/at
615	1.23255	0.25185	1.16810	0.89494	-0.82728	-1.08351	-1.01816	-0.03593	-0.10447	0.96535	-0.28795	2.98830	-3.20740	3.38558	1.51012	-0.46351	2.83218	-2.95263	3.50225	1.37460	-0.46425	2.95652	-3.39062	3.53518	1.49673	v/at
616	1.48476	1.12385	1.49572	0.98667	-0.90313	-1.29168	-1.15638	-0.26717	-0.22301	0.97624	-0.24102	3.39335	-3.12448	3.99126	1.65400	-0.68886	2.82629	-2.36312	3.55427	1.56753	-0.52067	3.37942	-3.65554	4.39197	1.62202	v/at
617	1.66321	1.11758	0.56864	0.40214	-0.76365	-1.06330	-1.00510	0.24051	0.07228	1.04844	0.22413	3.43126	-5.24512	5.13226	1.37227	-0.00148	3.14118	-4.67696	4.89866	1.33080	0.02406	3.41667	-5.60827	5.55283	1.38881	v/at
618	2.10912	0.60083	1.71115	0.48689	-1.31926	-0.53920	-0.08997	-0.83511	-0.54137	1.02145	-1.05224	3.04865	-0.72380	2.99386	1.78544	-2.07002	2.41567	0.19257	2.68992	1.61558	-1.52857	3.17526	-1.35775	3.52832	1.77170	v/at
619	0.16075	0.11215	0.95152	0.40103	0.21231	0.00851	-0.56389	-0.73578	-0.41545	-0.22417	-0.83778	0.30199	0.31227	-0.16483	0.79469	-1.14758	0.26122	0.67831	-0.11026	0.79386	-0.80284	0.15985	0.43647	-0.22475	0.74194	v/at
620	0.64519	0.35394	0.60343	-0.36380	0.13458	0.72488	0.01103	-0.93631	-0.52737	-0.21416	-0.93261	0.10741	0.47351	-0.25952	0.59896	-0.95273	-0.12613	0.68336	-0.34795	0.50599	-0.66141	-0.12628	0.59955	-0.36117	0.50172	v/at
621	0.28459	1.66750	0.52350	-0.70211	0.13137	1.23928	-0.55897	-0.17114	-1.14842	-0.02584	-1.93612	-0.39405	0.77629	-0.46335	0.08585	-2.14966	-0.51162	0.86502	-0.56321	0.05676	-1.66040	-0.39738	0.82824	-0.48979	0.12754	ac
622	-0.33251	-1.08824	1.57544	1.42713	0.50268	-0.08402	-0.51196	-1.19799	-0.74392	-1.09233	-1.04154	1.01401	-0.39038	0.41250	1.12447	-1.08427	0.87894	-0.26029	0.45679	1.03961	-1.02058	0.83913	-0.37496	0.35043	1.05689	v/at
623	0.85546	0.34906	1.45211	0.22223	0.12431	-0.19330	-0.51449	-0.65621	-0.76631	0.07031	-0.93236	0.33739	0.45327	-0.13078	0.85240	-1.18341	0.33608	0.76158	-0.06791	0.85573	-0.83246	0.24569	0.51808	-0.17756	0.81307	v/at
624	1.41095	0.86477	0.01690	0.19021	-1.53361	-1.03247	-0.56334	1.05530	1.08582	0.99691	0.02314	3.41162	-5.40684	4.86406	1.08635	0.15179	3.48090	-6.26020	5.60945	0.86619	-0.18097	3.51239	-5.94543	5.38180	1.07418	v/at
625	0.42039	-0.46719	1.87094	1.24589	0.23105	-0.56606	-0.91449	-1.09959	-0.76309	-0.26399	-0.83850	1.64941	-1.01883	1.25985	1.37399	-1.12244	1.33387	-0.73216	1.10512	1.24467	-1.00649	1.50864	-1.05959	1.20572	1.32194	v/at
626	0.77015	0.95609	0.61324	-0.65959	0.07262	0.75243	0.18111	-1.00103	-0.91828	0.31192	-1.20897	0.00301	0.59130	-0.15817	0.44307	-1.26575	-0.07322	0.72264	-0.23431	0.42737	-1.01574	-0.00787	0.48347	-0.04076	0.45021	ac
627	-0.68397	-0.75018	1.22935	1.00348	0.91630	-0.32757	-0.51658	-0.55899	-0.68516	-1.00479	-0.10945	-0.40102	0.28414	-0.46636	0.12010	-0.37775	-0.02443	0.27249	-0.36664	0.42852	-0.39415	-0.34937	0.38243	-0.48971	0.18219	v/at
628	-0.05543	0.09262	1.11426	0.15446	0.54708	-0.00678	0.14919	-0.90744	-0.78474	-0.37302	0.27782	-0.66409	0.47451	-0.54878	-0.19696	-0.24261	-0.53233	0.69698	-0.58167	0.03095	-0.12897	-0.63219	0.62145	-0.57276	-0.15804	v/at
629	0.34541	1.93702	0.34633	-0.94328	-1.26715	0.34337	0.96988	0.78538	-0.19815	0.67954	-0.88620	-0.67502	0.59729	-0.60163	-0.42008	-0.85533	-0.85966	0.61692	-0.72833	-0.56049	-0.58593	-0.79408	0.65508	-0.64348	-0.52499	ac
630	1.08697	0.10864	1.94558	0.84736	-0.81868	-0.77662	-0.64927	-0.68480	-0.59692	0.91862	-0.63285	1.25628	-0.26803	0.89788	1.29115	-1.13180	0.85212	0.28808	0.61062	1.13034	-0.72453	1.13748	-0.29705	0.85013	1.24811	v/at
631	1.94149	1.40471	-0.08857	0.02633	-1.56878	-1.50992	-0.92498	1.08590	1.04417	1.83761	0.34878	3.97834	-6.52235	6.35448	1.14523	0.36291	3.60510	-6.34323	5.99201	0.93587	0.09802	3.81128	-6.60643	6.35427	1.15676	v/at
632	1.09486	0.92571	0.19914	-0.76521	-0.45630	0.42206	0.88480	-0.38570	-0.59339	0.52834	-0.34933	-0.42768	0.39422	-0.28534	-0.05294	-0.46633	-0.60093	0.40882	-0.46123	-0.12500	-0.02338	-0.46635	0.40186	-0.32056	-0.05309	ac
633	1.29535	0.54185	0.94545	0.76972	-0.98049	-1.20322	-1.00758	0.73524	0.09837	0.83992	0.15230	3.28471	-4.90650	4.82451	1.37169	0.11332	2.54333	-3.86534	3.58768	1.17447	-0.03568	2.84612	-4.52657	4.19422	1.31902	v/at
634	-0.48968	-1.42844	0.95309	1.03160	0.81479	-0.09043	-0.27081	-0.76040	-0.77485	-0.83527	1.17845	-0.43321	0.27987	-0.45689	0.10020	0.29420	-0.15526	0.47659	-0.39526	0.45412	0.62666	-0.37949	0.41839	-0.47640	0.20725	v/at
635	-1.03840	-1.03096	0.44031	0.83351	1.28950	0.15302	0.02110	-0.71773	-0.76874	-1.42798	1.13787	-0.52688	0.11086	-0.29197	-0.13948	-0.12331	-0.25697	0.39562	-0.32238	0.35097	0.41693	-0.37524	0.21205	-0.29652	0.11936	v/at
636	-0.44086	-0.30404	-0.05509	0.56366	0.64179	-0.12364	-0.33844	-0.07410	-0.06601	-0.85465	0.63748	1.43996	-3.10699	2.64894	0.84996	0.49794	1.46058	-2.53985	1.92856	0.88298	0.52797	1.29692	-2.53048	1.93270	0.81608	v/at
637	-0.64720	-1.08627	0.98866	0.83912	1.03906	0.40644	-0.07305	-1.34102	-0.97624	-1.19322	1.01865	-0.57707	0.52408	-0.56720	-0.03038	0.41782	-0.48857	0.76415	-0.58907	0.09860	0.93037	-0.58406	0.65243	-0.59584	-0.05210	v/at
638	0.36119	-0.52493	1.76130	1.42777	-0.18842	-0.27021	-0.57657	-1.00831	-0.87637	-0.36558	-0.11217	1.28323	-0.17609	0.74094	1.28785	-0.68675	1.10278	0.17534	0.71321	1.19947	-0.20480	1.20354	-0.31385	0.71819	1.22583	v/at
